"symptom","rti","year","model","est","lwr","upr","region"
"Vaginal discharge","CS",2009,"Lower and moderate",0.572160257592554,0.388564511379631,0.737824353252625,"Sub-Saharan Africa"
"Vaginal discharge","CS",2009,"Lower only",0.695141765369491,0.430154511398637,0.873222704538553,"Sub-Saharan Africa"
"Vaginal discharge","CS",2010,"Lower, moderate, and higher",0.573386788856952,0.372823196132806,0.752406725935877,"Sub-Saharan Africa"
"Vaginal discharge","CS",2010,"Lower and moderate",0.597830368325058,0.404969088209592,0.764528384887756,"Sub-Saharan Africa"
"Vaginal discharge","CS",2010,"Lower only",0.713018887807479,0.43306746581633,0.889881357975072,"Sub-Saharan Africa"
"Vaginal discharge","CS",2011,"Lower, moderate, and higher",0.598674254531371,0.38700337441218,0.778994160843618,"Sub-Saharan Africa"
"Vaginal discharge","CS",2011,"Lower and moderate",0.622975196650551,0.421153371825687,0.78958603304247,"Sub-Saharan Africa"
"Vaginal discharge","CS",2011,"Lower only",0.730254479362334,0.43558456627563,0.904730704053313,"Sub-Saharan Africa"
"Vaginal discharge","CS",2012,"Lower, moderate, and higher",0.623447168935279,0.400926302177213,0.803768836163726,"Sub-Saharan Africa"
"Vaginal discharge","CS",2012,"Lower and moderate",0.647474939817916,0.437111259611751,0.812876594010259,"Sub-Saharan Africa"
"Vaginal discharge","CS",2012,"Lower only",0.746822486665332,0.437739299665178,0.917874747248209,"Sub-Saharan Africa"
"Vaginal discharge","CS",2013,"Lower, moderate, and higher",0.647591055537679,0.414602811360016,0.826626374819529,"Sub-Saharan Africa"
"Vaginal discharge","CS",2013,"Lower and moderate",0.671222848628011,0.452838288961919,0.834332793539973,"Sub-Saharan Africa"
"Vaginal discharge","CS",2013,"Lower only",0.762703548872645,0.439558635153414,0.929436923447058,"Sub-Saharan Africa"
"Vaginal discharge","CS",2014,"Lower, moderate, and higher",0.671003800061787,0.428045271566401,0.847520914860112,"Sub-Saharan Africa"
"Vaginal discharge","CS",2014,"Lower and moderate",0.694126727662614,0.46833242720627,0.853935507937191,"Sub-Saharan Africa"
"Vaginal discharge","CS",2014,"Lower only",0.777884714932798,0.441068687988148,0.939550288287856,"Sub-Saharan Africa"
"Vaginal discharge","CS",2015,"Lower, moderate, and higher",0.693597041186791,0.441267665451711,0.866458163732272,"Sub-Saharan Africa"
"Vaginal discharge","CS",2015,"Lower and moderate",0.716109873269897,0.483594130956763,0.871707340164472,"Sub-Saharan Africa"
"Vaginal discharge","CS",2015,"Lower only",0.792359066852652,0.442298318816524,0.948350728839514,"Sub-Saharan Africa"
"Vaginal discharge","CS",2016,"Lower, moderate, and higher",0.715297044967971,0.45428489296002,0.883487193174431,"Sub-Saharan Africa"
"Vaginal discharge","CS",2016,"Lower and moderate",0.73711145947398,0.498625722143968,0.887705491170937,"Sub-Saharan Africa"
"Vaginal discharge","CS",2016,"Lower only",0.806125269451162,0.443279672892613,0.955972552738484,"Sub-Saharan Africa"
"Vaginal discharge","CS",2017,"Lower, moderate, and higher",0.736045072142136,0.467111698513226,0.898691492313005,"Sub-Saharan Africa"
"Vaginal discharge","CS",2017,"Lower and moderate",0.757086411848874,0.513430393072473,0.902014293033092,"Sub-Saharan Africa"
"Vaginal discharge","CS",2017,"Lower only",0.819187066879901,0.444046273733879,0.962545528471572,"Sub-Saharan Africa"
"Vaginal discharge","CS",2018,"Lower, moderate, and higher",0.755797274195384,0.479761639552471,0.912179883285953,"Sub-Saharan Africa"
"Vaginal discharge","CS",2018,"Lower and moderate",0.776004832623762,0.528011205911867,0.914737801987821,"Sub-Saharan Africa"
"Vaginal discharge","CS",2018,"Lower only",0.831552745144731,0.44463037212941,0.968192680764501,"Sub-Saharan Africa"
"Vaginal discharge","CS",2019,"Lower, moderate, and higher",0.774524174949168,0.492246352098941,0.924077925872572,"Sub-Saharan Africa"
"Vaginal discharge","CS",2019,"Lower and moderate",0.793851055852247,0.542370334810284,0.925992867706195,"Sub-Saharan Africa"
"Vaginal discharge","CS",2019,"Lower only",0.843234578179906,0.445060952421974,0.973028596337098,"Sub-Saharan Africa"
"Vaginal discharge","CS",2020,"Lower, moderate, and higher",0.792209808568842,0.504575178152342,0.934520323249808,"Sub-Saharan Africa"
"Vaginal discharge","CS",2020,"Lower and moderate",0.810622419326648,0.556508635145347,0.93590303011392,"Sub-Saharan Africa"
"Vaginal discharge","CS",2020,"Lower only",0.854248272903103,0.445362837212343,0.977158263411847,"Sub-Saharan Africa"
"Vaginal discharge","CS",2021,"Lower, moderate, and higher",0.808850592239978,0.516755097512286,0.943644635745125,"Sub-Saharan Africa"
"Vaginal discharge","CS",2021,"Lower and moderate",0.826327840775481,0.570425506212963,0.94459346115706,"Sub-Saharan Africa"
"Vaginal discharge","CS",2021,"Lower only",0.864612426303972,0.445556660410362,0.980676482074327,"Sub-Saharan Africa"
"Vaginal discharge","CS",2022,"Lower, moderate, and higher",0.824454012893454,0.528790864100542,0.951586396822117,"Sub-Saharan Africa"
"Vaginal discharge","CS",2022,"Lower and moderate",0.840986281009482,0.584118963327621,0.952187020019648,"Sub-Saharan Africa"
"Vaginal discharge","CS",2022,"Lower only",0.874348005153484,0.445659307820737,0.983667795714265,"Sub-Saharan Africa"
"Vaginal discharge","CT",1970,"Lower, moderate, and higher",0.0356601013504749,0.00747532819102444,0.153659988034711,"Sub-Saharan Africa"
"Vaginal discharge","CT",1970,"Lower and moderate",0.0549967037859626,0.0154609589807733,0.177412862760273,"Sub-Saharan Africa"
"Vaginal discharge","CT",1970,"Lower only",0.256635293008807,0.0641146055996996,0.635007322085278,"Sub-Saharan Africa"
"Vaginal discharge","CT",1971,"Lower, moderate, and higher",0.0369641925996192,0.00809977332730209,0.152840332491503,"Sub-Saharan Africa"
"Vaginal discharge","CT",1971,"Lower and moderate",0.0559642331396252,0.0163134370249132,0.174857558688522,"Sub-Saharan Africa"
"Vaginal discharge","CT",1971,"Lower only",0.247983971367601,0.0645234661585208,0.611884374608987,"Sub-Saharan Africa"
"Vaginal discharge","CT",1972,"Lower, moderate, and higher",0.0383140797223754,0.00877477253639285,0.152041266478165,"Sub-Saharan Africa"
"Vaginal discharge","CT",1972,"Lower and moderate",0.0569477580162071,0.0172090798673789,0.172356790902329,"Sub-Saharan Africa"
"Vaginal discharge","CT",1972,"Lower only",0.239530316833227,0.0649269655084647,0.588277476512956,"Sub-Saharan Africa"
"Vaginal discharge","CT",1973,"Lower, moderate, and higher",0.0397112303196248,0.00950413111324454,0.151264082057337,"Sub-Saharan Africa"
"Vaginal discharge","CT",1973,"Lower and moderate",0.0579475065467663,0.0181495210233136,0.169911860811117,"Sub-Saharan Africa"
"Vaginal discharge","CT",1973,"Lower only",0.231276215669003,0.0653241148537515,0.564292256534083,"Sub-Saharan Africa"
"Vaginal discharge","CT",1974,"Lower, moderate, and higher",0.0411571486032468,0.0102918855037547,0.150510232083846,"Sub-Saharan Africa"
"Vaginal discharge","CT",1974,"Lower and moderate",0.0589637088284435,0.0191363631676918,0.167524243644757,"Sub-Saharan Africa"
"Vaginal discharge","CT",1974,"Lower only",0.223223056577576,0.0657137773551083,0.540041771988635,"Sub-Saharan Africa"
"Vaginal discharge","CT",1975,"Lower, moderate, and higher",0.0426533755136297,0.0111423054314593,0.14978135480416,"Sub-Saharan Africa"
"Vaginal discharge","CT",1975,"Lower and moderate",0.0599965968927784,0.020171156817648,0.165195615943536,"Sub-Saharan Africa"
"Vaginal discharge","CT",1975,"Lower only",0.215371749356579,0.0660946408692292,0.515644532023607,"Sub-Saharan Africa"
"Vaginal discharge","CT",1976,"Lower, moderate, and higher",0.0442014887651658,0.0120598927500509,0.149079302918568,"Sub-Saharan Africa"
"Vaginal discharge","CT",1976,"Lower and moderate",0.0610464046717269,0.0212553744820302,0.162927887604921,"Sub-Saharan Africa"
"Vaginal discharge","CT",1976,"Lower only",0.207722745077413,0.0664651846888745,0.491222315456438,"Sub-Saharan Africa"
"Vaginal discharge","CT",1977,"Lower, moderate, and higher",0.0458031028133188,0.0130493760242276,0.148406178032728,"Sub-Saharan Africa"
"Vaginal discharge","CT",1977,"Lower and moderate",0.0621133679613101,0.0223903794310808,0.160723239307096,"Sub-Saharan Africa"
"Vaginal discharge","CT",1977,"Lower only",0.2002760575341,0.0668236387563283,0.466897872334662,"Sub-Saharan Africa"
"Vaginal discharge","CT",1978,"Lower, moderate, and higher",0.0474598687365407,0.014115699597992,0.147764371637607,"Sub-Saharan Africa"
"Vaginal discharge","CT",1978,"Lower and moderate",0.063197724382827,0.0235773880938195,0.15858416626907,"Sub-Saharan Africa"
"Vaginal discharge","CT",1978,"Lower only",0.19303128571606,0.0671679334273187,0.442792607277863,"Sub-Saharan Africa"
"Vaginal discharge","CT",1979,"Lower, moderate, and higher",0.0491734740260005,0.0152640056092754,0.147156614020569,"Sub-Saharan Africa"
"Vaginal discharge","CT",1979,"Lower and moderate",0.0642997133415623,0.0248174249294594,0.156513529460871,"Sub-Saharan Africa"
"Vaginal discharge","CT",1979,"Lower only",0.185987637068032,0.0674956373084671,0.41902434515155,"Sub-Saharan Africa"
"Vaginal discharge","CT",1980,"Lower, moderate, and higher",0.0509456422757765,0.0164996070400324,0.146586032837589,"Sub-Saharan Africa"
"Vaginal discharge","CT",1980,"Lower and moderate",0.0654195759829192,0.0261112684468193,0.15451461553902,"Sub-Saharan Africa"
"Vaginal discharge","CT",1980,"Lower only",0.179143951311877,0.0678038800352049,0.395705275151653,"Sub-Saharan Africa"
"Vaginal discharge","CT",1981,"Lower, moderate, and higher",0.0527781327658584,0.0178279494370675,0.146056223481488,"Sub-Saharan Africa"
"Vaginal discharge","CT",1981,"Lower and moderate",0.0665575551459089,0.0274593868724415,0.152591206940282,"Sub-Saharan Africa"
"Vaginal discharge","CT",1981,"Lower only",0.172498724618192,0.0680892560004124,0.372940158794973,"Sub-Saharan Africa"
"Vaginal discharge","CT",1982,"Lower, moderate, and higher",0.054672739930012,0.0192545583844161,0.145571333879924,"Sub-Saharan Africa"
"Vaginal discharge","CT",1982,"Lower and moderate",0.0677138953139234,0.0288618618131746,0.150747663698758,"Sub-Saharan Africa"
"Vaginal discharge","CT",1982,"Lower only",0.166050133930222,0.0683477040384542,0.350824871542768,"Sub-Saharan Africa"
"Vaginal discharge","CT",1983,"Lower, moderate, and higher",0.0566312927002679,0.020784969136045,0.14513616696676,"Sub-Saharan Africa"
"Vaginal discharge","CT",1983,"Lower and moderate",0.0688888425627254,0.0303182981555107,0.148989018620941,"Sub-Saharan Africa"
"Vaginal discharge","CT",1983,"Lower only",0.159796061258124,0.0685743568844931,0.329445328652885,"Sub-Saharan Africa"
"Vaginal discharge","CT",1984,"Lower, moderate, and higher",0.0586556537195325,0.0224246340126304,0.144756304807156,"Sub-Saharan Africa"
"Vaginal discharge","CT",1984,"Lower and moderate",0.0700826445055812,0.0318277184465929,0.147321087400284,"Sub-Saharan Africa"
"Vaginal discharge","CT",1984,"Lower only",0.153734117777796,0.0687633530074171,0.308876824957199,"Sub-Saharan Africa"
"Vaginal discharge","CT",1985,"Lower, moderate, and higher",0.0607477184135609,0.0241788022195037,0.14443825923018,"Sub-Saharan Africa"
"Vaginal discharge","CT",1985,"Lower and moderate",0.0712955502354687,0.0333884401966568,0.145750594983669,"Sub-Saharan Africa"
"Vaginal discharge","CT",1985,"Lower only",0.147861667585044,0.068907602370393,0.289183797337406,"Sub-Saharan Africa"
"Vaginal discharge","CT",1986,"Lower, moderate, and higher",0.0629094139133072,0.026052365661483,0.144189654827667,"Sub-Saharan Africa"
"Vaginal discharge","CT",1986,"Lower and moderate",0.0725278102642876,0.0349979350603309,0.14428531887643,"Sub-Saharan Africa"
"Vaginal discharge","CT",1986,"Lower only",0.142175850972461,0.0689984974114422,0.270419998593961,"Sub-Saharan Africa"
"Vaginal discharge","CT",1987,"Lower, moderate, and higher",0.0651426978184644,0.0280496631532366,0.144019451277735,"Sub-Saharan Africa"
"Vaginal discharge","CT",1987,"Lower and moderate",0.0737796764590047,0.036652669884279,0.142934248888868,"Sub-Saharan Africa"
"Vaginal discharge","CT",1987,"Lower only",0.136673607112812,0.0690255621287436,0.252629052425869,"Sub-Saharan Africa"
"Vaginal discharge","CT",1988,"Lower, moderate, and higher",0.0674495567928362,0.0301742342504027,0.143938213048432,"Sub-Saharan Africa"
"Vaginal discharge","CT",1988,"Lower and moderate",0.0750514019746608,0.0383479314115741,0.141707760812718,"Sub-Saharan Africa"
"Vaginal discharge","CT",1988,"Lower only",0.131351696048773,0.0689760376840595,0.235845340036129,"Sub-Saharan Africa"
"Vaginal discharge","CT",1989,"Lower, moderate, and higher",0.0698320049820525,0.0324285129640108,0.14395843542357,"Sub-Saharan Africa"
"Vaginal discharge","CT",1989,"Lower and moderate",0.0763432411841724,0.040077639340028,0.140617798331526,"Sub-Saharan Africa"
"Vaginal discharge","CT",1989,"Lower only",0.126206719904318,0.0688344157972385,0.220095146887711,"Sub-Saharan Africa"
"Vaginal discharge","CT",1990,"Lower, moderate, and higher",0.0722920822440516,0.0348134512601288,0.144094936068743,"Sub-Saharan Africa"
"Vaginal discharge","CT",1990,"Lower and moderate",0.0776554496048585,0.0418341568122114,0.139678052749876,"Sub-Saharan Africa"
"Vaginal discharge","CT",1990,"Lower only",0.121235143247836,0.0685819564874716,0.205397969499785,"Sub-Saharan Africa"
"Vaginal discharge","CT",1991,"Lower, moderate, and higher",0.074831852182714,0.0373280631807727,0.1443653202998,"Sub-Saharan Africa"
"Vaginal discharge","CT",1991,"Lower and moderate",0.0789882838216231,0.0436081135816095,0.138904123596527,"Sub-Saharan Africa"
"Vaginal discharge","CT",1991,"Lower only",0.116433312550965,0.068196270438657,0.191767843716041,"Sub-Saharan Africa"
"Vaginal discharge","CT",1992,"Lower, moderate, and higher",0.077453399975048,0.0399688838109394,0.144790524599346,"Sub-Saharan Africa"
"Vaginal discharge","CT",1992,"Lower and moderate",0.0803420014067277,0.0453882651020919,0.13831363485956,"Sub-Saharan Africa"
"Vaginal discharge","CT",1992,"Lower only",0.111797474700168,0.0676511122256239,0.179214509132356,"Sub-Saharan Africa"
"Vaginal discharge","CT",1993,"Lower, moderate, and higher",0.080158829982409,0.0427293449903606,0.145395434773991,"Sub-Saharan Africa"
"Vaginal discharge","CT",1993,"Lower and moderate",0.0817168608360865,0.0471614200564546,0.137926272301664,"Sub-Saharan Africa"
"Vaginal discharge","CT",1993,"Lower only",0.107323794530073,0.066916613279152,0.167744181641286,"Sub-Saharan Africa"
"Vaginal discharge","CT",1994,"Lower, moderate, and higher",0.0829502631363811,0.0455990842961243,0.14620955951964,"Sub-Saharan Africa"
"Vaginal discharge","CT",1994,"Lower and moderate",0.0831131214020189,0.0489124776831082,0.137763698968488,"Sub-Saharan Africa"
"Vaginal discharge","CT",1994,"Lower only",0.103008371358663,0.0659602589793127,0.157359691148791,"Sub-Saharan Africa"
"Vaginal discharge","CT",1995,"Lower, moderate, and higher",0.0858298340901799,0.0485632288313489,0.147267713215198,"Sub-Saharan Africa"
"Vaginal discharge","CT",1995,"Lower and moderate",0.0845310431223954,0.0506246213757123,0.13784930232892,"Sub-Saharan Africa"
"Vaginal discharge","CT",1995,"Lower only",0.09884725451437,0.0647489412565179,0.148059768745192,"Sub-Saharan Africa"
"Vaginal discharge","CT",1996,"Lower, moderate, and higher",0.0887996881267399,0.0516017341117914,0.14861061961903,"Sub-Saharan Africa"
"Vaginal discharge","CT",1996,"Lower and moderate",0.0859708866461154,0.0522797114428112,0.138207732785726,"Sub-Saharan Africa"
"Vaginal discharge","CT",1996,"Lower only",0.0948364578540708,0.0632523608404254,0.139837296184479,"Sub-Saharan Africa"
"Vaginal discharge","CT",1997,"Lower, moderate, and higher",0.0918619778150613,0.0546889116970264,0.150285289686479,"Sub-Saharan Africa"
"Vaginal discharge","CT",1997,"Lower and moderate",0.0874329131548536,0.0538589020317809,0.138864215158148,"Sub-Saharan Africa"
"Vaginal discharge","CT",1997,"Lower only",0.0909719732789748,0.0614478954897633,0.132676278811961,"Sub-Saharan Africa"
"Vaginal discharge","CT",1998,"Lower, moderate, and higher",0.0950188594068873,0.0577933403204836,0.152344959667738,"Sub-Saharan Africa"
"Vaginal discharge","CT",1998,"Lower and moderate",0.0889173842610199,0.0553434716281248,0.139843654843104,"Sub-Saharan Africa"
"Vaginal discharge","CT",1998,"Lower only",0.087249783262311,0.0593266991494128,0.126547290921571,"Sub-Saharan Africa"
"Vaginal discharge","CT",1999,"Lower, moderate, and higher",0.0982724889663995,0.0608784017211017,0.154848325833148,"Sub-Saharan Africa"
"Vaginal discharge","CT",1999,"Lower and moderate",0.0904245619018711,0.0567158061548354,0.141169614076886,"Sub-Saharan Africa"
"Vaginal discharge","CT",1999,"Lower only",0.0836658724087777,0.0568999576670039,0.121401792387333,"Sub-Saharan Africa"
"Vaginal discharge","CT",2000,"Lower, moderate, and higher",0.101625018226345,0.063903670162203,0.157857830729566,"Sub-Saharan Africa"
"Vaginal discharge","CT",2000,"Lower and moderate",0.0919547082297241,0.0579604209492559,0.142863286275523,"Sub-Saharan Africa"
"Vaginal discharge","CT",2000,"Lower only",0.080216238070835,0.0542028512410328,0.117167529185088,"Sub-Saharan Africa"
"Vaginal discharge","CT",2001,"Lower, moderate, and higher",0.105078590164861,0.0668272569106367,0.161436908389356,"Sub-Saharan Africa"
"Vaginal discharge","CT",2001,"Lower and moderate",0.0935080854982151,0.0590648730590288,0.144942625804834,"Sub-Saharan Africa"
"Vaginal discharge","CT",2001,"Lower only",0.0768969000512166,0.0512931361139419,0.113748811175255,"Sub-Saharan Africa"
"Vaginal discharge","CT",2002,"Lower, moderate, and higher",0.10863533429824,0.0696089383868665,0.165646413675687,"Sub-Saharan Africa"
"Vaginal discharge","CT",2002,"Lower and moderate",0.0950849559445571,0.060020417745402,0.147421777740474,"Sub-Saharan Africa"
"Vaginal discharge","CT",2002,"Lower only",0.0737039094245458,0.0482432977001332,0.111033888466601,"Sub-Saharan Africa"
"Vaginal discharge","CT",2003,"Lower, moderate, and higher",0.112297361686016,0.0722135429104175,0.170540863060584,"Sub-Saharan Africa"
"Vaginal discharge","CT",2003,"Lower and moderate",0.0966855816677478,0.060822309081764,0.150310894089244,"Sub-Saharan Africa"
"Vaginal discharge","CT",2003,"Lower only",0.0706333565137399,0.0451291403613088,0.108907076727737,"Sub-Saharan Africa"
"Vaginal discharge","CT",2004,"Lower, moderate, and higher",0.116066759645985,0.0746138197152975,0.176165379197171,"Sub-Saharan Africa"
"Vaginal discharge","CT",2004,"Lower and moderate",0.0983102245026849,0.0614697206050731,0.153616337552901,"Sub-Saharan Africa"
"Vaginal discharge","CT",2004,"Lower only",0.0676813780590204,0.0420196047008861,0.107260337009304,"Sub-Saharan Africa"
"Vaginal discharge","CT",2005,"Lower, moderate, and higher",0.119945586178218,0.0767920716687466,0.182554121186404,"Sub-Saharan Africa"
"Vaginal discharge","CT",2005,"Lower and moderate",0.0999591458901485,0.0619653405524371,0.15734119205579,"Sub-Saharan Africa"
"Vaginal discharge","CT",2005,"Lower only",0.0648441636188942,0.0389708533181938,0.106000459571635,"Sub-Saharan Africa"
"Vaginal discharge","CT",2006,"Lower, moderate, and higher",0.123935864098686,0.0787402378824093,0.189730470124953,"Sub-Saharan Africa"
"Vaginal discharge","CT",2006,"Lower and moderate",0.101632606742612,0.0623147504639513,0.161485948039019,"Sub-Saharan Africa"
"Vaginal discharge","CT",2006,"Lower only",0.062117961243484,0.0360246937453043,0.105051358676171,"Sub-Saharan Africa"
"Vaginal discharge","CT",2007,"Lower, moderate, and higher",0.128039574884816,0.0804586506706394,0.197708597209736,"Sub-Saharan Africa"
"Vaginal discharge","CT",2007,"Lower and moderate",0.103330867305854,0.0625257127807226,0.166049220897153,"Sub-Saharan Africa"
"Vaginal discharge","CT",2007,"Lower only",0.0594990824611258,0.0332097855320171,0.104353043363934,"Sub-Saharan Africa"
"Vaginal discharge","CT",2008,"Lower, moderate, and higher",0.132258652237215,0.0819540595244447,0.206495631051564,"Sub-Saharan Africa"
"Vaginal discharge","CT",2008,"Lower and moderate",0.10505418701633,0.0626074761443399,0.171028386789155,"Sub-Saharan Africa"
"Vaginal discharge","CT",2008,"Lower only",0.0569839066192795,0.030544023853611,0.103859060698345,"Sub-Saharan Africa"
"Vaginal discharge","CT",2009,"Lower, moderate, and higher",0.136594975363841,0.083237562627562,0.216093625837763,"Sub-Saharan Africa"
"Vaginal discharge","CT",2009,"Lower and moderate",0.106802824354301,0.0625701705326598,0.17642006588881,"Sub-Saharan Africa"
"Vaginal discharge","CT",2009,"Lower only",0.0545688846205627,0.0280370744028766,0.103533616654081,"Sub-Saharan Africa"
"Vaginal discharge","CT",2010,"Lower, moderate, and higher",0.141050361995059,0.0843228845356358,0.226500817206899,"Sub-Saharan Africa"
"Vaginal discharge","CT",2010,"Lower and moderate",0.108577036692672,0.0624243240256649,0.182220432536314,"Sub-Saharan Africa"
"Vaginal discharge","CT",2010,"Lower only",0.052250542094173,0.0256925857308941,0.103348970821327,"Sub-Saharan Africa"
"Vaginal discharge","CT",2011,"Lower, moderate, and higher",0.145626561140453,0.0852251576129517,0.237712036682125,"Sub-Saharan Africa"
"Vaginal discharge","CT",2011,"Lower and moderate",0.110377080141547,0.0621805005953082,0.188425372082894,"Sub-Saharan Africa"
"Vaginal discharge","CT",2011,"Lower only",0.0500254820421572,0.0235099408202926,0.103283320313916,"Sub-Saharan Africa"
"Vaginal discharge","CT",2012,"Lower, moderate, and higher",0.150325245600696,0.0859601429526395,0.249718474084502,"Sub-Saharan Africa"
"Vaginal discharge","CT",2012,"Lower and moderate",0.112203209388479,0.0618490393746023,0.195030528026958,"Sub-Saharan Africa"
"Vaginal discharge","CT",2012,"Lower only",0.0478903869989572,0.0214855694360148,0.103319198992273,"Sub-Saharan Africa"
"Vaginal discharge","CT",2013,"Lower, moderate, and higher",0.155148004250491,0.0865437249368885,0.262507138938555,"Sub-Saharan Africa"
"Vaginal discharge","CT",2013,"Lower and moderate",0.114055677534418,0.0614398702328072,0.202031288373756,"Sub-Saharan Africa"
"Vaginal discharge","CT",2013,"Lower only",0.0458420207414587,0.0196139018723126,0.103442333364402,"Sub-Saharan Africa"
"Vaginal discharge","CT",2014,"Lower, moderate, and higher",0.160096334111327,0.0869915264531514,0.276060353387842,"Sub-Saharan Africa"
"Vaginal discharge","CT",2014,"Lower and moderate",0.115934735925348,0.0609623841154386,0.209422750519919,"Sub-Saharan Africa"
"Vaginal discharge","CT",2014,"Lower only",0.0438772295854144,0.0178880543873299,0.103640860928554,"Sub-Saharan Africa"
"Vaginal discharge","CT",2015,"Lower, moderate, and higher",0.165171632235731,0.087318567718764,0.29035546246718,"Sub-Saharan Africa"
"Vaginal discharge","CT",2015,"Lower and moderate",0.117840633979631,0.0604253439760267,0.217199686860832,"Sub-Saharan Africa"
"Vaginal discharge","CT",2015,"Lower only",0.0419929433026566,0.0163003242554651,0.10390480851219,"Sub-Saharan Africa"
"Vaginal discharge","CT",2016,"Lower, moderate, and higher",0.170375187427658,0.0875389661018734,0.305364778401974,"Sub-Saharan Africa"
"Vaginal discharge","CT",2016,"Lower and moderate",0.119773619011061,0.0598368286600413,0.225356516916209,"Sub-Saharan Africa"
"Vaginal discharge","CT",2016,"Lower only",0.0401861756919674,0.0148425525276989,0.104225739444321,"Sub-Saharan Africa"
"Vaginal discharge","CT",2017,"Lower, moderate, and higher",0.175708171826765,0.0876657076561521,0.321055674726467,"Sub-Saharan Africa"
"Vaginal discharge","CT",2017,"Lower and moderate",0.121733936047659,0.0592042056361324,0.233887281434401,"Sub-Saharan Africa"
"Vaginal discharge","CT",2017,"Lower only",0.0384540248348759,0.0135063935761997,0.10459650116388,"Sub-Saharan Africa"
"Vaginal discharge","CT",2018,"Lower, moderate, and higher",0.181171632387415,0.0877105141167849,0.337390734794814,"Sub-Saharan Africa"
"Vaginal discharge","CT",2018,"Lower and moderate",0.123721827646224,0.0585341291770419,0.242785610766364,"Sub-Saharan Africa"
"Vaginal discharge","CT",2018,"Lower only",0.0367936730660183,0.012283516239612,0.105011029770416,"Sub-Saharan Africa"
"Vaginal discharge","CT",2019,"Lower, moderate, and higher",0.186766482286465,0.0876838056085129,0.35432790099206,"Sub-Saharan Africa"
"Vaginal discharge","CT",2019,"Lower and moderate",0.125737533702681,0.0578325598357281,0.252044681707869,"Sub-Saharan Africa"
"Vaginal discharge","CT",2019,"Lower only",0.0352023866860472,0.0111657524707415,0.10546418792989,"Sub-Saharan Africa"
"Vaginal discharge","CT",2020,"Lower, moderate, and higher",0.192493492297,0.0875947402299428,0.371820619191898,"Sub-Saharan Africa"
"Vaginal discharge","CT",2020,"Lower and moderate",0.127781291258268,0.0571048001866035,0.261657160944269,"Sub-Saharan Africa"
"Vaginal discharge","CT",2020,"Lower only",0.0336775154434282,0.0101452044721584,0.105951625283753,"Sub-Saharan Africa"
"Vaginal discharge","CT",2021,"Lower, moderate, and higher",0.198353282168336,0.0874513043237122,0.38981800289079,"Sub-Saharan Africa"
"Vaginal discharge","CT",2021,"Lower and moderate",0.129853334301601,0.0563555415258895,0.27161513688037,"Sub-Saharan Africa"
"Vaginal discharge","CT",2021,"Lower only",0.0322164918098352,0.00921431873006346,0.106469656946954,"Sub-Saharan Africa"
"Vaginal discharge","CT",2022,"Lower, moderate, and higher",0.204346312055676,0.0872604291660535,0.408265050336059,"Sub-Saharan Africa"
"Vaginal discharge","CT",2022,"Lower and moderate",0.131953893566691,0.0555889166481555,0.281910043948828,"Sub-Saharan Africa"
"Vaginal discharge","CT",2022,"Lower only",0.0308168300722501,0.00836593384616616,0.107015158271612,"Sub-Saharan Africa"
"Vaginal discharge","MG",1970,"Lower, moderate, and higher",0.0683530837549271,0.000919412315550145,0.853999630355394,"Sub-Saharan Africa"
"Vaginal discharge","MG",1970,"Lower and moderate",0.0927571391647313,0.00236590243679962,0.815081968842677,"Sub-Saharan Africa"
"Vaginal discharge","MG",1970,"Lower only",0.181730857798981,0.00911272344486531,0.842851574094498,"Sub-Saharan Africa"
"Vaginal discharge","MG",1971,"Lower, moderate, and higher",0.0679882465458833,0.00101657986688848,0.839467736107509,"Sub-Saharan Africa"
"Vaginal discharge","MG",1971,"Lower and moderate",0.0914547302423429,0.00255176947455467,0.798414130831704,"Sub-Saharan Africa"
"Vaginal discharge","MG",1971,"Lower only",0.175640728255765,0.00953009251674545,0.825114884396022,"Sub-Saharan Africa"
"Vaginal discharge","MG",1972,"Lower, moderate, and higher",0.0676252153189191,0.00112385317638419,0.823807507802002,"Sub-Saharan Africa"
"Vaginal discharge","MG",1972,"Lower and moderate",0.0901687910032813,0.00275170461077562,0.780679017658908,"Sub-Saharan Africa"
"Vaginal discharge","MG",1972,"Lower only",0.169712360603773,0.00996459672887724,0.805865845524724,"Sub-Saharan Africa"
"Vaginal discharge","MG",1973,"Lower, moderate, and higher",0.0672639826405987,0.00124225126916314,0.806993597753042,"Sub-Saharan Africa"
"Vaginal discharge","MG",1973,"Lower and moderate",0.0888991640391392,0.00296668425478252,0.761884222637388,"Sub-Saharan Africa"
"Vaginal discharge","MG",1973,"Lower only",0.163944297341,0.0104166698787508,0.785083337498856,"Sub-Saharan Africa"
"Vaginal discharge","MG",1974,"Lower, moderate, and higher",0.0669045410919241,0.00137288922171591,0.789012400274628,"Sub-Saharan Africa"
"Vaginal discharge","MG",1974,"Lower and moderate",0.0876456920027608,0.00319773651556666,0.742051232562941,"Sub-Saharan Africa"
"Vaginal discharge","MG",1974,"Lower only",0.158334890157683,0.0108867113903095,0.762769972193347,"Sub-Saharan Africa"
"Vaginal discharge","MG",1975,"Lower, moderate, and higher",0.0665468832684981,0.00151698569319835,0.76986406718558,"Sub-Saharan Africa"
