"symptom","rti","year","model","est","lwr","upr","region"
"Urethral discharge","MG",1973,"Lower, moderate, and higher",0.29721506443943,0.0723307655545338,0.696404793025548,"Sub-Saharan Africa"
"Urethral discharge","MG",1973,"Lower and moderate",0.292500396291266,0.0658194294409458,0.708107963944469,"Sub-Saharan Africa"
"Urethral discharge","MG",1973,"Lower only",0.360139897039554,0.105987470326745,0.727680268113614,"Sub-Saharan Africa"
"Urethral discharge","MG",1974,"Lower, moderate, and higher",0.287499551245577,0.0720446997929799,0.677122306316162,"Sub-Saharan Africa"
"Urethral discharge","MG",1974,"Lower and moderate",0.283021154717768,0.0657249842156436,0.688955851813092,"Sub-Saharan Africa"
"Urethral discharge","MG",1974,"Lower only",0.347737128042351,0.104761237235045,0.70835435316826,"Sub-Saharan Africa"
"Urethral discharge","MG",1975,"Lower, moderate, and higher",0.277976007389092,0.0717557884246797,0.657231090098781,"Sub-Saharan Africa"
"Urethral discharge","MG",1975,"Lower and moderate",0.273730257834041,0.0656275323712401,0.669145578182272,"Sub-Saharan Africa"
"Urethral discharge","MG",1975,"Lower only",0.33553750830316,0.103543629101897,0.688253570453272,"Sub-Saharan Africa"
"Urethral discharge","MG",1976,"Lower, moderate, and higher",0.268648986138458,0.0714637522795674,0.636786423990834,"Sub-Saharan Africa"
"Urethral discharge","MG",1976,"Lower and moderate",0.264631786090173,0.0655268280646017,0.648729516885395,"Sub-Saharan Africa"
"Urethral discharge","MG",1976,"Lower only",0.323553578980366,0.102334334804937,0.667428057634396,"Sub-Saharan Africa"
"Urethral discharge","MG",1977,"Lower, moderate, and higher",0.259522430642938,0.0711682820108233,0.61585132505241,"Sub-Saharan Africa"
"Urethral discharge","MG",1977,"Lower and moderate",0.255729249853948,0.0654225984798235,0.627768497037086,"Sub-Saharan Africa"
"Urethral discharge","MG",1977,"Lower only",0.311796819209374,0.10113301537022,0.645938508862605,"Sub-Saharan Africa"
"Urethral discharge","MG",1978,"Lower, moderate, and higher",0.250599684081848,0.0708690339655035,0.594495956703469,"Sub-Saharan Africa"
"Urethral discharge","MG",1978,"Lower and moderate",0.247025600097905,0.0653145400881004,0.606331308652057,"Sub-Saharan Africa"
"Urethral discharge","MG",1978,"Lower only",0.300277622244886,0.0999392998846558,0.623855831858387,"Sub-Saharan Africa"
"Urethral discharge","MG",1979,"Lower, moderate, and higher",0.241883502842441,0.0705656253741539,0.572796830303949,"Sub-Saharan Africa"
"Urethral discharge","MG",1979,"Lower and moderate",0.238523241736156,0.0652023142800557,0.584493978429754,"Sub-Saharan Africa"
"Urethral discharge","MG",1979,"Lower only",0.289005281628332,0.0987527806675748,0.601260500500104,"Sub-Saharan Africa"
"Urethral discharge","MG",1980,"Lower, moderate, and higher",0.233376072436963,0.0702576287284927,0.550835814091138,"Sub-Saharan Africa"
"Urethral discharge","MG",1980,"Lower and moderate",0.230224049346485,0.065085542247137,0.562338825283051,"Sub-Saharan Africa"
"Urethral discharge","MG",1980,"Lower only",0.277987986997698,0.0975730075448178,0.57824160228194,"Sub-Saharan Africa"
"Urethral discharge","MG",1981,"Lower, moderate, and higher",0.225079025859786,0.0699445651877361,0.528698974022038,"Sub-Saharan Africa"
"Urethral discharge","MG",1981,"Lower and moderate",0.22212938500658,0.0649637989610019,0.539953316330499,"Sub-Saharan Africa"
"Urethral discharge","MG",1981,"Lower only",0.267232829035242,0.0963994810308686,0.554895595800531,"Sub-Saharan Africa"
"Urethral discharge","MG",1982,"Lower, moderate, and higher",0.216993464080728,0.0696258968188138,0.50647528013328,"Sub-Saharan Africa"
"Urethral discharge","MG",1982,"Lower and moderate",0.214240117970691,0.064836606065203,0.517428754809414,"Sub-Saharan Africa"
"Urethral discharge","MG",1982,"Lower only",0.256745812945478,0.0952316441766167,0.531324809704007,"Sub-Saharan Africa"
"Urethral discharge","MG",1983,"Lower, moderate, and higher",0.209119978370458,0.0693010174318342,0.484255219591413,"Sub-Saharan Africa"
"Urethral discharge","MG",1983,"Lower and moderate",0.206556645914293,0.0647034234500949,0.494858840859853,"Sub-Saharan Africa"
"Urethral discharge","MG",1983,"Lower only",0.246531879772079,0.0940688727792432,0.507635729985772,"Sub-Saharan Africa"
"Urethral discharge","MG",1984,"Lower, moderate, and higher",0.201458674157756,0.0689692417175473,0.462129363038323,"Sub-Saharan Africa"
"Urethral discharge","MG",1984,"Lower and moderate",0.199078917479021,0.0645636392273024,0.472338153590419,"Sub-Saharan Africa"
"Urethral discharge","MG",1984,"Lower only",0.236594934798508,0.092910463572753,0.483937135783885,"Sub-Saharan Africa"
"Urethral discharge","MG",1985,"Lower, moderate, and higher",0.194009196125953,0.06862979232553,0.440186933680593,"Sub-Saharan Africa"
"Urethral discharge","MG",1985,"Lower and moderate",0.19180645585795,0.0644165577512695,0.449960607624856,"Sub-Saharan Africa"
"Urethral discharge","MG",1985,"Lower only",0.226937882232699,0.0917556199179095,0.46033815373608,"Sub-Saharan Africa"
"Urethral discharge","MG",1986,"Lower, moderate, and higher",0.186770754266635,0.0682817844370821,0.418514428588914,"Sub-Saharan Africa"
"Urethral discharge","MG",1986,"Lower and moderate",0.184738383171657,0.0642613852484389,0.427817939026548,"Sub-Saharan Africa"
"Urethral discharge","MG",1986,"Lower only",0.217562665350321,0.0906034343823936,0.436946306503372,"Sub-Saharan Africa"
"Urethral discharge","MG",1987,"Lower, moderate, and higher",0.17974215062215,0.0679242072813842,0.397194338874828,"Sub-Saharan Africa"
"Urethral discharge","MG",1987,"Lower and moderate",0.177873445398135,0.0640972125045681,0.405998273966224,"Sub-Saharan Africa"
"Urethral discharge","MG",1987,"Lower only",0.208470311262701,0.0894528674380488,0.413865631782649,"Sub-Saharan Africa"
"Urethral discharge","MG",1988,"Lower, moderate, and higher",0.172921806464113,0.0675559019126838,0.376304010056985,"Sub-Saharan Africa"
"Urethral discharge","MG",1988,"Lower and moderate",0.171210037634018,0.0639229939214204,0.384584828891341,"Sub-Saharan Africa"
"Urethral discharge","MG",1988,"Lower only",0.199660979482829,0.0883027212921205,0.391194943934781,"Sub-Saharan Africa"
"Urethral discharge","MG",1989,"Lower, moderate, and higher",0.166307789672509,0.0671755344049711,0.355914676494375,"Sub-Saharan Africa"
"Urethral discharge","MG",1989,"Lower and moderate",0.164746229480371,0.0637375220780528,0.363654783704742,"Sub-Saharan Africa"
"Urethral discharge","MG",1989,"Lower only",0.191134013484123,0.0871516076018238,0.369026301701776,"Sub-Saharan Africa"
"Urethral discharge","MG",1990,"Lower, moderate, and higher",0.159897842098671,0.0667815634235708,0.336090694885941,"Sub-Saharan Africa"
"Urethral discharge","MG",1990,"Lower and moderate",0.158479790363067,0.0635393967102609,0.34327836021892,"Sub-Saharan Africa"
"Urethral discharge","MG",1990,"Lower only",0.182887994479846,0.0859979074833383,0.347443733244363,"Sub-Saharan Africa"
"Urethral discharge","MG",1991,"Lower, moderate, and higher",0.15368940671491,0.0663722008961654,0.316888992235901,"Sub-Saharan Africa"
"Urethral discharge","MG",1991,"Lower and moderate",0.152408214615221,0.0633269867445184,0.32351812771752,"Sub-Saharan Africa"
"Urethral discharge","MG",1991,"Lower only",0.174920796694153,0.0848397218049887,0.326522255076796,"Sub-Saharan Africa"
"Urethral discharge","MG",1992,"Lower, moderate, and higher",0.147679654373577,0.0659453642281056,0.298358734087627,"Sub-Saharan Africa"
"Urethral discharge","MG",1992,"Lower and moderate",0.14652874616685,0.0630983836801503,0.304428546675516,"Sub-Saharan Africa"
"Urethral discharge","MG",1992,"Lower only",0.167229643446642,0.0836748092425795,0.306327205733398,"Sub-Saharan Africa"
"Urethral discharge","MG",1993,"Lower, moderate, and higher",0.141865510018379,0.0654986181952545,0.280541209888553,"Sub-Saharan Africa"
"Urethral discharge","MG",1993,"Lower and moderate",0.140838402704721,0.0628513441984438,0.286055751369089,"Sub-Saharan Africa"
"Urethral discharge","MG",1993,"Lower only",0.159811163428955,0.0825005089797593,0.286913899470154,"Sub-Saharan Africa"
"Urethral discharge","MG",1994,"Lower, moderate, and higher",0.136243678210665,0.0650291043244723,0.263469924578561,"Sub-Saharan Africa"
"Urethral discharge","MG",1994,"Lower and moderate",0.135333999182821,0.06258321939117,0.268437562925738,"Sub-Saharan Africa"
"Urethral discharge","MG",1994,"Lower only",0.152661446612642,0.0813136442988702,0.268327591088646,"Sub-Saharan Africa"
"Urethral discharge","MG",1995,"Lower, moderate, and higher",0.130810667852767,0.0645334552897373,0.247170879218064,"Sub-Saharan Africa"
"Urethral discharge","MG",1995,"Lower and moderate",0.130012170580952,0.062290867464201,0.251603716813231,"Sub-Saharan Africa"
"Urethral discharge","MG",1995,"Lower only",0.145776099290297,0.0801104027392073,0.250603730828982,"Sub-Saharan Africa"
"Urethral discharge","MG",1996,"Lower, moderate, and higher",0.125562816009155,0.0640076917185721,0.23166301878405,"Sub-Saharan Africa"
"Urethral discharge","MG",1996,"Lower and moderate",0.124869393825332,0.0619705462453066,0.235576283090998,"Sub-Saharan Africa"
"Urethral discharge","MG",1996,"Lower only",0.139150297815458,0.0788861882475965,0.233768478501203,"Sub-Saharan Africa"
"Urethral discharge","MG",1997,"Lower, moderate, and higher",0.120496310743976,0.0634470990240778,0.216958821993007,"Sub-Saharan Africa"
"Urethral discharge","MG",1997,"Lower and moderate",0.119902008800686,0.061617781447572,0.22037025391934,"Sub-Saharan Africa"
"Urethral discharge","MG",1997,"Lower only",0.132778840669597,0.0776354413067586,0.21783943831345,"Sub-Saharan Africa"
"Urethral discharge","MG",1998,"Lower, moderate, and higher",0.115607212910273,0.0628460828224037,0.203065005686366,"Sub-Saharan Africa"
"Urethral discharge","MG",1998,"Lower and moderate",0.115106238397977,0.0612272066934919,0.205994270491411,"Sub-Saharan Africa"
"Urethral discharge","MG",1998,"Lower only",0.126656198545468,0.0763514253159609,0.202826569229293,"Sub-Saharan Africa"
"Urethral discharge","MG",1999,"Lower, moderate, and higher",0.11089147684183,0.0621980037983121,0.189983314107491,"Sub-Saharan Africa"
"Urethral discharge","MG",1999,"Lower and moderate",0.110478207555586,0.0607923723232505,0.192451459996427,"Sub-Saharan Africa"
"Urethral discharge","MG",1999,"Lower only",0.120776562194356,0.0750259830641243,0.188733218450186,"Sub-Saharan Africa"
"Urethral discharge","MG",2000,"Lower, moderate, and higher",0.106344969912944,0.0614949975692271,0.177711360062472,"Sub-Saharan Africa"
"Urethral discharge","MG",2000,"Lower and moderate",0.106013961264359,0.0603055229402422,0.179740351259551,"Sub-Saharan Africa"
"Urethral discharge","MG",2000,"Lower only",0.115133887839537,0.0736492782833272,0.175557215593836,"Sub-Saharan Africa"
"Urethral discharge","MG",2001,"Lower, moderate, and higher",0.1019634909446,0.0607277937038791,0.166243478805194,"Sub-Saharan Africa"
"Urethral discharge","MG",2001,"Lower and moderate",0.101709481518415,0.0597573500507477,0.167855833618466,"Sub-Saharan Africa"
"Urethral discharge","MG",2001,"Lower only",0.10972194000904,0.0722095566902664,0.163291950679568,"Sub-Saharan Africa"
"Urethral discharge","MG",2002,"Lower, moderate, and higher",0.0977427874473622,0.0598855625800984,0.155571544564408,"Sub-Saharan Africa"
"Urethral discharge","MG",2002,"Lower and moderate",0.0975607032039916,0.0591367383744641,0.156790115167947,"Sub-Saharan Africa"
"Urethral discharge","MG",2002,"Lower only",0.104534331687196,0.0706929898844238,0.151927341800883,"Sub-Saharan Africa"
"Urethral discharge","MG",2003,"Lower, moderate, and higher",0.0936785717018826,0.0589558411892394,0.145685682370529,"Sub-Saharan Africa"
"Urethral discharge","MG",2003,"Lower and moderate",0.0935635289279025,0.0584305454098871,0.146533621429538,"Sub-Saharan Africa"
"Urethral discharge","MG",2003,"Lower only",0.0995645617263072,0.0690836992167894,0.141450588817548,"Sub-Saharan Africa"
"Urethral discharge","MG",2004,"Lower, moderate, and higher",0.0897665356872796,0.0579246196966202,0.136574784706486,"Sub-Saharan Africa"
"Urethral discharge","MG",2004,"Lower and moderate",0.0897138427953189,0.0576234861890525,0.137075752719538,"Sub-Saharan Africa"
"Urethral discharge","MG",2004,"Lower only",0.0948060494969095,0.0673640771103705,0.131846633033363,"Sub-Saharan Africa"
"Urethral discharge","MG",2005,"Lower, moderate, and higher",0.0860023648757686,0.0567767050799298,0.128226718953538,"Sub-Saharan Africa"
"Urethral discharge","MG",2005,"Lower and moderate",0.0860075231537744,0.0566982381623347,0.128405390860925,"Sub-Saharan Africa"
"Urethral discharge","MG",2005,"Lower only",0.0902521667876448,0.0655154961166179,0.123098335185998,"Sub-Saharan Africa"
"Urethral discharge","MG",2006,"Lower, moderate, and higher",0.0823817509189111,0.0554965023943838,0.120628101489299,"Sub-Saharan Africa"
"Urethral discharge","MG",2006,"Lower and moderate",0.0824404543264042,0.0556359258984659,0.12051102354125,"Sub-Saharan Africa"
"Urethral discharge","MG",2006,"Lower only",0.0858962669937754,0.0635193964130112,0.115186546265841,"Sub-Saharan Africa"
"Urethral discharge","MG",2007,"Lower, moderate, and higher",0.0789004032567474,0.0540693412775659,0.113763539978484,"Sub-Saharan Africa"
"Urethral discharge","MG",2007,"Lower and moderate",0.079008537362627,0.0544171699440356,0.113380354642804,"Sub-Saharan Africa"
"Urethral discharge","MG",2007,"Lower only",0.0817317116570877,0.061358634206806,0.108090341231257,"Sub-Saharan Africa"
"Urethral discharge","MG",2008,"Lower, moderate, and higher",0.0755540596859598,0.0524833914721786,0.107614328250327,"Sub-Saharan Africa"
"Urethral discharge","MG",2008,"Lower and moderate",0.0757076998387938,0.0530238572153635,0.106999303606139,"Sub-Saharan Africa"
"Urethral discharge","MG",2008,"Lower only",0.0777518944395741,0.0590190888070877,0.101787368524919,"Sub-Saharan Africa"
"Urethral discharge","MG",2009,"Lower, moderate, and higher",0.0723384959271522,0.0507320372571028,0.102156719395096,"Sub-Saharan Africa"
"Urethral discharge","MG",2009,"Lower and moderate",0.0725339047448063,0.0514416872898589,0.101350353463343,"Sub-Saharan Africa"
"Urethral discharge","MG",2009,"Lower only",0.0739502626291684,0.0564921009055939,0.0962532451855187,"Sub-Saharan Africa"
"Urethral discharge","MG",2010,"Lower, moderate, and higher",0.069249534234414,0.0488163401199798,0.0973600736132736,"Sub-Saharan Africa"
"Urethral discharge","MG",2010,"Lower and moderate",0.0694831584954503,0.0496633639328836,0.0964102607930388,"Sub-Saharan Africa"
"Urethral discharge","MG",2010,"Lower only",0.0703203362882314,0.0537789064606673,0.0914578436143753,"Sub-Saharan Africa"
"Urethral discharge","MG",2011,"Lower, moderate, and higher",0.0662830510926284,0.0467469868959692,0.0931853399765984,"Sub-Saharan Africa"
"Urethral discharge","MG",2011,"Lower and moderate",0.0665515181072432,0.0476920118473234,0.0921472585698272,"Sub-Saharan Africa"
"Urethral discharge","MG",2011,"Lower only",0.06685572516479,0.050897140964338,0.0873575004407972,"Sub-Saharan Africa"
"Urethral discharge","MG",2012,"Lower, moderate, and higher",0.0634349840495835,0.0445450112977555,0.089584450289685,"Sub-Saharan Africa"
"Urethral discharge","MG",2012,"Lower and moderate",0.0637350975830267,0.0455439486713554,0.0885182938335703,"Sub-Saharan Africa"
"Urethral discharge","MG",2012,"Lower only",0.0635501434930536,0.0478857312217047,0.0838872387181566,"Sub-Saharan Africa"
"Urethral discharge","MG",2013,"Lower, moderate, and higher",0.0607013377309059,0.0422407314311548,0.0865011816650192,"Sub-Saharan Africa"
"Urethral discharge","MG",2013,"Lower and moderate",0.0610300735474272,0.0432494710140991,0.0854675855221744,"Sub-Saharan Africa"
"Urethral discharge","MG",2013,"Lower only",0.0603974228137914,0.0448022590090004,0.0809609774074406,"Sub-Saharan Africa"
"Urethral discharge","MG",2014,"Lower, moderate, and higher",0.0580781890862549,0.0398708589595924,0.083873706037466,"Sub-Saharan Africa"
"Urethral discharge","MG",2014,"Lower and moderate",0.0584326901767085,0.04085046683438,0.0829280974960746,"Sub-Saharan Africa"
"Urethral discharge","MG",2014,"Lower only",0.0573915229470799,0.0417119937574834,0.0784822799570488,"Sub-Saharan Africa"
"Urethral discharge","MG",2015,"Lower, moderate, and higher",0.0555616919151453,0.0374744541319588,0.0816383854499734,"Sub-Saharan Africa"
"Urethral discharge","MG",2015,"Lower and moderate",0.0559392634665123,0.0383950108190473,0.0808263720228619,"Sub-Saharan Africa"
"Urethral discharge","MG",2015,"Lower only",0.0545265412500252,0.0386752432018256,0.076358555138862,"Sub-Saharan Africa"
"Urethral discharge","MG",2016,"Lower, moderate, and higher",0.0531480807202869,0.035088872358357,0.0797337926160199,"Sub-Saharan Africa"
"Urethral discharge","MG",2016,"Lower and moderate",0.0535461848805996,0.035930834795693,0.0790891132411054,"Sub-Saharan Africa"
"Urethral discharge","MG",2016,"Lower only",0.0517967202906076,0.0357395797251444,0.0745105848895547,"Sub-Saharan Africa"
"Urethral discharge","MG",2017,"Lower, moderate, and higher",0.0508336739354916,0.0327467184679531,0.0781039060673964,"Sub-Saharan Africa"
"Urethral discharge","MG",2017,"Lower and moderate",0.0512499244229946,0.033500030217782,0.0776489692408924,"Sub-Saharan Africa"
"Urethral discharge","MG",2017,"Lower only",0.0491964540660566,0.0329379951809255,0.0728754511810126,"Sub-Saharan Africa"
"Urethral discharge","MG",2018,"Lower, moderate, and higher",0.0486148765740705,0.0304742407919953,0.076699933420373,"Sub-Saharan Africa"
"Urethral discharge","MG",2018,"Lower and moderate",0.0490470331749694,0.0311362222583187,0.0764479081634017,"Sub-Saharan Africa"
"Urethral discharge","MG",2018,"Lower only",0.0467202928903802,0.0302906258781893,0.0714052261963164,"Sub-Saharan Africa"
"Urethral discharge","MG",2019,"Lower, moderate, and higher",0.0464881823422691,0.0282910148488998,0.0754808167183092,"Sub-Saharan Africa"
"Urethral discharge","MG",2019,"Lower and moderate",0.0469341453371187,0.0288640341141501,0.0754381429221487,"Sub-Saharan Africa"
"Urethral discharge","MG",2019,"Lower only",0.0443629470710594,0.0278076647547965,0.0700640936041603,"Sub-Saharan Africa"
"Urethral discharge","MG",2020,"Lower, moderate, and higher",0.0444501752607183,0.026210479947119,0.0744128154613571,"Sub-Saharan Africa"
"Urethral discharge","MG",2020,"Lower and moderate",0.044907979815414,0.0266999725783195,0.0745814345585517,"Sub-Saharan Africa"
"Urethral discharge","MG",2020,"Lower only",0.0421192894896682,0.0254921715085614,0.0688254140347268,"Sub-Saharan Africa"
"Urethral discharge","MG",2021,"Lower, moderate, and higher",0.042497530835163,0.024240888156355,0.0734686087553749,"Sub-Saharan Africa"
"Urethral discharge","MG",2021,"Lower and moderate",0.0429653413886214,0.0246538993160329,0.0738476640978527,"Sub-Saharan Africa"
"Urethral discharge","MG",2021,"Lower only",0.0399843571954676,0.0233423358185095,0.0676692954176187,"Sub-Saharan Africa"
"Urethral discharge","MG",2022,"Lower, moderate, and higher",0.0406270168158873,0.0223863532751085,0.0726262469242667,"Sub-Saharan Africa"
"Urethral discharge","MG",2022,"Lower and moderate",0.0411031214928637,0.0227305608309404,0.0732132650916829,"Sub-Saharan Africa"
"Urethral discharge","MG",2022,"Lower only",0.0379533521149862,0.0213531559087143,0.0665807524363352,"Sub-Saharan Africa"
"Urethral discharge","NG",1970,"Lower, moderate, and higher",0.569605497477568,0.346972926117618,0.76725135880497,"Sub-Saharan Africa"
"Urethral discharge","NG",1970,"Lower and moderate",0.538229412595431,0.311889473267721,0.749835278665891,"Sub-Saharan Africa"
"Urethral discharge","NG",1970,"Lower only",0.431945728476533,0.199338646444356,0.699012299719294,"Sub-Saharan Africa"
"Urethral discharge","NG",1971,"Lower, moderate, and higher",0.575235926876736,0.357573005726351,0.767171165787905,"Sub-Saharan Africa"
"Urethral discharge","NG",1971,"Lower and moderate",0.54524831572947,0.322987487700364,0.750832225005291,"Sub-Saharan Africa"
"Urethral discharge","NG",1971,"Lower only",0.44102795521429,0.210123060391821,0.700609389531093,"Sub-Saharan Africa"
"Urethral discharge","NG",1972,"Lower, moderate, and higher",0.580846900826739,0.368292542249923,0.767107641131661,"Sub-Saharan Africa"
"Urethral discharge","NG",1972,"Lower and moderate",0.552249284286391,0.334276176092596,0.751836894933191,"Sub-Saharan Africa"
"Urethral discharge","NG",1972,"Lower only",0.450149818504601,0.221317666162816,0.702216140565946,"Sub-Saharan Africa"
"Urethral discharge","NG",1973,"Lower, moderate, and higher",0.586437043295942,0.37911995118698,0.767062191872016,"Sub-Saharan Africa"
"Urethral discharge","NG",1973,"Lower and moderate",0.559229600368224,0.345744331152656,0.752850019359248,"Sub-Saharan Africa"
"Urethral discharge","NG",1973,"Lower only",0.459305322190048,0.232919290501599,0.703833676667798,"Sub-Saharan Africa"
"Urethral discharge","NG",1974,"Lower, moderate, and higher",0.592004999430826,0.390042972208225,0.767036376516098,"Sub-Saharan Africa"
"Urethral discharge","NG",1974,"Lower and moderate",0.566186578540344,0.357379802852332,0.7538724048189,"Sub-Saharan Africa"
"Urethral discharge","NG",1974,"Lower only",0.468488379807894,0.244922522585511,0.705463253414948,"Sub-Saharan Africa"
"Urethral discharge","NG",1975,"Lower, moderate, and higher",0.597549436801709,0.401048685699721,0.76703192479136,"Sub-Saharan Africa"
"Urethral discharge","NG",1975,"Lower and moderate",0.573117569878642,0.369169520254066,0.754904943089764,"Sub-Saharan Africa"
"Urethral discharge","NG",1975,"Lower only",0.477692830555696,0.257319573370478,0.707106276756196,"Sub-Saharan Africa"
"Urethral discharge","NG",1976,"Lower, moderate, and higher",0.60306904660115,0.412123530595679,0.767050760323543,"Sub-Saharan Africa"
"Urethral discharge","NG",1976,"Lower and moderate",0.580019965896306,0.381099519763785,0.755948622242329,"Sub-Saharan Africa"
"Urethral discharge","NG",1976,"Lower only",0.48691245568129,0.270100149044446,0.708764324712241,"Sub-Saharan Africa"
"Urethral discharge","NG",1977,"Lower, moderate, and higher",0.608562544792919,0.423253322765062,0.767095026702903,"Sub-Saharan Africa"
"Urethral discharge","NG",1977,"Lower and moderate",0.586891202338246,0.393154979455072,0.75700453936456,"Sub-Saharan Africa"
"Urethral discharge","NG",1977,"Lower only",0.496140995205378,0.28325134157651,0.710439172696116,"Sub-Saharan Africa"
"Urethral discharge","NG",1978,"Lower, moderate, and higher",0.614028673209619,0.434423273091187,0.767167117463863,"Sub-Saharan Africa"
"Urethral discharge","NG",1978,"Lower and moderate",0.593728762831909,0.405320258946362,0.758073915242454,"Sub-Saharan Africa"
"Urethral discharge","NG",1978,"Lower only",0.505372164881698,0.296757539151168,0.712132823107811,"Sub-Saharan Africa"
"Urethral discharge","NG",1979,"Lower, moderate, and higher",0.61946620059721,0.445618004258267,0.767269710573027,"Sub-Saharan Africa"
"Urethral discharge","NG",1979,"Lower and moderate",0.600530182384053,0.417578944140665,0.75915811132831,"Sub-Saharan Africa"
"Urethral discharge","NG",1979,"Lower only",0.514599673297417,0.310600358948193,0.713847539975605,"Sub-Saharan Africa"
"Urethral discharge","NG",1980,"Lower, moderate, and higher",0.624873923604888,0.456821565138582,0.767405808090604,"Sub-Saharan Africa"
"Urethral discharge","NG",1980,"Lower and moderate",0.607293050713867,0.429913895959032,0.760258649386255,"Sub-Saharan Africa"
"Urethral discharge","NG",1980,"Lower only",0.523817239014976,0.324758604264539,0.715585889549082,"Sub-Saharan Africa"
"Urethral discharge","NG",1981,"Lower, moderate, and higher",0.63025066771892,0.468017441566257,0.767578781734436,"Sub-Saharan Africa"
"Urethral discharge","NG",1981,"Lower and moderate",0.614015015413704,0.442307302017285,0.761377234271144,"Sub-Saharan Africa"
"Urethral discharge","NG",1981,"Lower only",0.53301860765624,0.339208247376815,0.717350787895432,"Sub-Saharan Africa"
"Urethral discharge","NG",1982,"Lower, moderate, and higher",0.635595288139256,0.479188562200503,0.767792425123557,"Sub-Saharan Africa"
"Urethral discharge","NG",1982,"Lower and moderate",0.620693784929606,0.45474073001319,0.762515780372529,"Sub-Saharan Africa"
"Urethral discharge","NG",1982,"Lower only",0.542197568830345,0.353922438823933,0.719145556705396,"Sub-Saharan Africa"
"Urethral discharge","NG",1983,"Lower, moderate, and higher",0.640906670597921,0.49031729814099,0.768051013492455,"Sub-Saharan Africa"
"Urethral discharge","NG",1983,"Lower and moderate",0.62732713135474,0.467195181412209,0.763676442339578,"Sub-Saharan Africa"
"Urethral discharge","NG",1983,"Lower only",0.551347972808194,0.368871542973972,0.720973988668047,"Sub-Saharan Africa"
"Urethral discharge","NG",1984,"Lower, moderate, and higher",0.646183732118344,0.501385454988807,0.76835937162153,"Sub-Saharan Africa"
"Urethral discharge","NG",1984,"Lower and moderate",0.633912893029825,0.479651143848959,0.764861650793679,"Sub-Saharan Africa"
"Urethral discharge","NG",1984,"Lower only",0.560463746849066,0.384023198868395,0.722840423905056,"Sub-Saharan Africa"
"Urethral discharge","NG",1985,"Lower, moderate, and higher",0.651425421715027,0.512374256190266,0.768722950583196,"Sub-Saharan Africa"
"Urethral discharge","NG",1985,"Lower and moderate",0.640448976945571,0.492088640505677,0.766074153828924,"Sub-Saharan Africa"
"Urethral discharge","NG",1985,"Lower only",0.569538911088188,0.399342404472221,0.724749839032637,"Sub-Saharan Africa"
"Urethral discharge","NG",1986,"Lower, moderate, and higher",0.656630721033074,0.523264316819587,0.769147913596541,"Sub-Saharan Africa"
"Urethral discharge","NG",1986,"Lower and moderate",0.646933360943181,0.504487274598612,0.767317065188864,"Sub-Saharan Africa"
"Urethral discharge","NG",1986,"Lower only",0.578567593898414,0.414791621688601,0.726707950390777,"Sub-Saharan Africa"
"Urethral discharge","NG",1987,"Lower, moderate, and higher",0.661798644927341,0.534035607539572,0.769641230729445,"Sub-Saharan Africa"
"Urethral discharge","NG",1987,"Lower and moderate",0.653364095709865,0.516826267014264,0.768593920077113,"Sub-Saharan Africa"
"Urethral discharge","NG",1987,"Lower only",0.58754404664423,0.430330898939539,0.728721332764646,"Sub-Saharan Africa"
"Urethral discharge","NG",1988,"Lower, moderate, and higher",0.666928241981106,0.544667409451527,0.77021078126329,"Sub-Saharan Africa"
"Urethral discharge","NG",1988,"Lower and moderate",0.659739306567352,0.529084485114163,0.769908739586794,"Sub-Saharan Africa"
"Urethral discharge","NG",1988,"Lower only",0.596462657752095,0.445918007927966,0.730797554404646,"Sub-Saharan Africa"
"Urethral discharge","NG",1989,"Lower, moderate, and higher",0.67201859496435,0.555138262074998,0.77086546107698,"Sub-Saharan Africa"
"Urethral discharge","NG",1989,"Lower and moderate",0.66605719505226,0.54124046080683,0.771266104683017,"Sub-Saharan Africa"
"Urethral discharge","NG",1989,"Lower only",0.605317966027578,0.461508591573848,0.732945328166308,"Sub-Saharan Africa"
"Urethral discharge","NG",1990,"Lower, moderate, and higher",0.67706882123191,0.565425908997094,0.771615290204146,"Sub-Saharan Africa"
"Urethral discharge","NG",1990,"Lower and moderate",0.672316040288188,0.553272396225199,0.772671240486958,"Sub-Saharan Africa"
"Urethral discharge","NG",1990,"Lower only",0.614104673156737,0.477056321281535,0.735174676927493,"Sub-Saharan Africa"
"Urethral discharge","NG",1991,"Lower, moderate, and higher",0.682078073061922,0.57550724904582,0.772471512526438,"Sub-Saharan Africa"
"Urethral discharge","NG",1991,"Lower and moderate",0.678514200150209,0.565158155830711,0.774130111204845,"Sub-Saharan Africa"
"Urethral discharge","NG",1991,"Lower only",0.622817655336638,0.492513063868349,0.737497108850568,"Sub-Saharan Africa"
"Urethral discharge","NG",1992,"Lower, moderate, and higher",0.68704553793514,0.585358305407484,0.773446675149554,"Sub-Saharan Africa"
"Urethral discharge","NG",1992,"Lower and moderate",0.684650112223392,0.576875244611523,0.775649525296425,"Sub-Saharan Africa"
"Urethral discharge","NG",1992,"Lower only",0.631451973987712,0.5078290618193,0.739925794299477,"Sub-Saharan Africa"
"Urethral discharge","NG",1993,"Lower, moderate, and higher",0.691970438755853,0.594954231051987,0.774554669229911,"Sub-Saharan Africa"
