"symptom","rti","year","est","lwr","upr","region","type"
"Genital ulcer","HSV-1",1980,0.0217600271338371,0.00241454034577727,0.169731438652401,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1981,0.02171632770905,0.00256550577560939,0.160779487595796,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1982,0.0216727140990473,0.00272501817794512,0.152254246626053,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1983,0.0216291861431121,0.00289341560137949,0.144146350506541,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1984,0.0215857436807977,0.0030710215650437,0.136445601952097,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1985,0.0215423865519262,0.00325813781200524,0.129141140680907,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1986,0.0214991145965892,0.00345503547177306,0.122221604147383,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1987,0.0214559276551468,0.00366194433437546,0.115675279450481,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1988,0.0214128255682272,0.00387903989247447,0.109490246259806,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1989,0.0213698081767272,0.00410642776008224,0.103654510910945,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1990,0.0213268753218107,0.00434412502961562,0.0981561320988067,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1991,0.0212840268449096,0.00459203808957552,0.0929833388239827,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1992,0.0212412625877223,0.00484993640169359,0.0881246414386449,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1993,0.0211985823922144,0.00511742174429497,0.0835689367701564,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1994,0.0211559861006176,0.00539389248933513,0.0793056083770277,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1995,0.0211134735554298,0.00567850262643152,0.0753246229892922,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1996,0.0210710445994147,0.00597011552294567,0.0716166240832312,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1997,0.0210286990756014,0.0062672528745042,0.068173023307013,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1998,0.0209864368272841,0.00656804003160335,0.0649860900532419,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",1999,0.0209442576980217,0.0068701499722646,0.0620490388109778,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2000,0.0209021615316377,0.00717074971826768,0.0593561129185858,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2001,0.0208601481722197,0.00746645502990817,0.0569026618549152,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2002,0.020818217464119,0.00775330176394499,0.0546852070689937,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2003,0.0207763692519505,0.00802674520954133,0.0527014883384799,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2004,0.020734603380592,0.00828170165524661,0.0509504785782062,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2005,0.0206929196951846,0.00851264862177026,0.0494323499682283,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2006,0.0206513180411313,0.00871380027064173,0.0481483691033679,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2007,0.0206097982640976,0.00887937038677128,0.0471006960630084,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2008,0.0205683602100109,0.00900392440955841,0.046292066631612,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2009,0.0205270037250598,0.00908280220110083,0.0457253546149273,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2010,0.0204857286556945,0.00911256568744722,0.0454030459573146,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2011,0.0204445348486256,0.00909139768752721,0.0453267021951372,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2012,0.0204034221508246,0.00901936455232693,0.0454965276274723,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2013,0.0203623904095228,0.00889847039502237,0.0459111556255075,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2014,0.0203214394722119,0.00873247739708965,0.0465677212171143,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2015,0.0202805691866426,0.00852652820516118,0.0474622057892203,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2016,0.0202397794008251,0.00828665479349592,0.0485899645602023,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2017,0.0201990699630285,0.0080192730828261,0.0499463126647611,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2018,0.0201584407217802,0.00773074396684563,0.0515270585502635,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2019,0.0201178915258662,0.00742704512600784,0.0533289158818413,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2020,0.0200774222243301,0.00711356251457696,0.0553497719605152,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2021,0.0200370326664731,0.00679498651021318,0.0575888247763004,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-1",2022,0.0199967227018537,0.00647528715000871,0.0600466176664843,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1970,0.623110754938065,0.194009052956428,0.919065225577868,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1971,0.619240999976148,0.198514551861701,0.914374745165649,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1972,0.615356038983895,0.203075678783118,0.909450738080248,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1973,0.611456310525776,0.207689749893564,0.904286202002381,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1974,0.607542260514959,0.212353754396757,0.89887451564453,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1975,0.603614342032512,0.217064325507625,0.893209533154197,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1976,0.599673015139196,0.221817708204697,0.8872856878878,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1977,0.595718746680012,0.226609723310419,0.881098105888919,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1978,0.591752010081626,0.23143572740103,0.874642729338491,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1979,0.587773285142853,0.23629056796803,0.867916450178455,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1980,0.583783057818366,0.241168533193165,0.860917254018957,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1981,0.579781819995817,0.246063295622173,0.853644374342774,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1982,0.575770069266575,0.250967848927621,0.846098456923648,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1983,0.571748308690276,0.255874436897793,0.838281734240087,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1984,0.567717046553425,0.260774473676031,0.83019820956082,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1985,0.563676796122273,0.265658454241086,0.82185385021453,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1986,0.559628075390204,0.270515854023713,0.813256789433244,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1987,0.5555714068199,0.275335016537358,0.804417535986301,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1988,0.551507317080544,0.280103027856287,0.795349190681737,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1989,0.547436336780316,0.28480557677506,0.786067668665665,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1990,0.543359000194492,0.289426799473688,0.776591926356699,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1991,0.539275844989412,0.293949107469136,0.766944191860892,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1992,0.53518741194262,0.298352997523564,0.757150197890465,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1993,0.531094244659495,0.30261684185039,0.747239416743626,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1994,0.52699688928666,0.306716656296058,0.737245297977902,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1995,0.522895894222513,0.310625842976975,0.72720551131034,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1996,0.518791809825179,0.314314901903701,0.717162200330027,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1997,0.514685188118237,0.317751103458065,0.707162256927077,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1998,0.510576582494525,0.320898110709098,0.697257631564886,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",1999,0.506466547418395,0.323715539295856,0.687505698912881,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2000,0.50235563812672,0.326158447384793,0.677969697420939,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2001,0.498244410329032,0.328176768092562,0.66871924558889,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2002,0.494133419907101,0.329714747758536,0.659830889608154,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2003,0.490023222614331,0.330710559078927,0.651388530387384,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2004,0.485914373775287,0.331096441817623,0.643483384457764,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2005,0.481807427985735,0.330799980674199,0.636212851563267,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2006,0.477702938813498,0.329747364648315,0.629677383579817,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2007,0.473601458500504,0.327869426346071,0.623974442466881,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2008,0.469503537666352,0.325110553565681,0.619189312450202,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2009,0.46540972501373,0.321439055740759,0.615384088343492,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2010,0.461320567036028,0.31685591123495,0.612587961979984,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2011,0.457236607727464,0.311398425828117,0.610792497256795,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2012,0.453158388296062,0.305137065584972,0.60995392503838,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2013,0.449086446879789,0.298166651088548,0.61000147298414,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2014,0.445021318266161,0.290595170506842,0.610848486438102,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2015,0.440963533615639,0.282533524082923,0.612402890630839,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2016,0.436913620189103,0.27408809643879,0.614574921703719,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2017,0.43287210107969,0.265356459117443,0.617281697746682,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2018,0.428839494949294,0.256425557033286,0.620449223250917,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2019,0.424816315769984,0.247371486720803,0.62401271902999,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2020,0.420803072570621,0.238260121488816,0.627916045765868,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2021,0.416800269188917,0.229148091302849,0.632110739935582,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","HSV-2",2022,0.412808404029179,0.220083840742557,0.636554959975989,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1970,0.36857592296865,0.0378062073684582,0.896607020837687,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1971,0.352290954594453,0.037439568417622,0.883798193964341,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1972,0.336342240806476,0.0370709369876394,0.869650454057589,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1973,0.320757989324532,0.0367000644382815,0.854084838277175,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1974,0.305563360168128,0.0363266827556403,0.837032523756729,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1975,0.290780379304363,0.0359505026774265,0.81843877035554,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1976,0.276427900751159,0.0355712116184809,0.798267150229073,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1977,0.262521614410918,0.0351884713752841,0.776503872466099,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1978,0.249074095985236,0.0348019155860537,0.753161946166195,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1979,0.236094894602936,0.0344111469218849,0.72828486847868,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1980,0.223590653286964,0.0340157339827354,0.701949486377892,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1981,0.211565257085457,0.0336152078706357,0.674267674125871,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1982,0.200020003584412,0.0332090584124019,0.645386502719473,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1983,0.188953790582806,0.0327967300041162,0.615486658988424,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1984,0.17836331592028,0.0323776170514027,0.58477899909328,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1985,0.168243284774188,0.0319510589826013,0.553499283775878,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1986,0.158586620158222,0.0315163348180649,0.521901321862916,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1987,0.149384672830937,0.0310726572875005,0.490248918972032,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1988,0.140627427333558,0.0306191665006475,0.458807163214812,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1989,0.132303701399655,0.0301549231959202,0.427833656167763,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1990,0.124401336495553,0.0296789016176536,0.39757030218733,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1991,0.116907377744049,0.0291899821084233,0.368236201650579,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1992,0.109808241943681,0.0286869435510684,0.340022066099036,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1993,0.103089872813078,0.0281684558584445,0.313086407517857,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1994,0.0967378829598049,0.0276330727942958,0.287553576623087,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1995,0.0907376823933257,0.027079225524322,0.263513561415682,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1996,0.0850745936720275,0.0265052174587633,0.241023326832307,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1997,0.0797339539964029,0.0259092211874205,0.220109389949439,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1998,0.0747012047373363,0.0252892786805032,0.200771284865234,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",1999,0.0699619690238733,0.0246433065399026,0.182985571693913,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2000,0.0655021181132058,0.0239691091215633,0.166710074838695,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2001,0.0613078273315311,0.023264404125181,0.151888084447706,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2002,0.0573656224125945,0.0225268682392435,0.138452309281514,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2003,0.0536624170756067,0.0217542152334746,0.126328418221997,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2004,0.0501855426800784,0.020944325918117,0.115438043239107,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2005,0.0469227707758021,0.0200954579375833,0.105701135731548,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2006,0.0438623293352063,0.0192065695932856,0.0970375774049852,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2007,0.0409929134156437,0.0182777858211563,0.0893679701436114,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2008,0.0383036909534728,0.0173109988285705,0.0826136120678684,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2009,0.035784304342242,0.0163105149830459,0.0766958569090842,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2010,0.0334248683957264,0.0152835464028068,0.0715353345593469,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2011,0.0312159652444563,0.014240272827937,0.0670517196460659,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2012,0.0291486366628931,0.0131932733101189,0.0631646120728374,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2013,0.0272143742744423,0.0121563724417882,0.0597955577639774,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2014,0.0254051080337084,0.0111432175391067,0.056870611266144,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2015,0.0237131933402666,0.0101660001119102,0.0543225956403075,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2016,0.0221313970960485,0.00923460848779693,0.0520924722722588,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2017,0.020652882979399,0.0083562790558714,0.0501297005281311,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2018,0.0192711961730153,0.00753564968074431,0.0483918103501748,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2019,0.0179802477503236,0.00677506048098925,0.0468435219327365,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2020,0.0167742988952953,0.0060749638480539,0.0454556980955598,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2021,0.0156479451041432,0.00543434991972541,0.0442043130583153,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","LGV",2022,0.0145961004935929,0.00485113587025891,0.0430695300442473,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1970,0.0189626959380874,0.00286192392721057,0.115180983277523,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1971,0.019859031852791,0.00314531051282684,0.115129614493399,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1972,0.0207968379548344,0.00345635641950542,0.115087260294929,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1973,0.0217779462150512,0.0037976837785568,0.11505464203647,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1974,0.0228042611765184,0.00417214749791143,0.115032561480016,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1975,0.0238777620148135,0.00458285247993941,0.11502191201081,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1976,0.0250005045724475,0.00503317128195724,0.115023691722744,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1977,0.0261746233562488,0.00552676198333939,0.115039018742236,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1978,0.0274023334852669,0.00606758593578045,0.115069149229976,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1979,0.0286859325754838,0.00665992496108533,0.115115498605512,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1980,0.0300278025462476,0.0073083974192356,0.115179666651583,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1981,0.031430411331893,0.00801797238809042,0.115263467324765,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1982,0.03289631448048,0.00879398096895833,0.11536896426908,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1983,0.034428156619958,0.00964212344304625,0.115498513282271,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1984,0.0360286727703729,0.0105684706404407,0.115654813279474,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1985,0.0377006894789541,0.0115794574279192,0.115840967658896,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1986,0.0394471257530803,0.0126818656495702,0.11606055845157,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1987,0.0412709937642118,0.0138827931445766,0.116317736197959,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1988,0.0431753992939188,0.0151896045906548,0.116617329188897,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1989,0.0451635418911307,0.0166098588505782,0.116964976569514,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1990,0.0472387147077025,0.0181512062185439,0.117367290795893,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1991,0.0494043039773515,0.0198212474668852,0.117832056086283,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1992,0.0516637881009892,0.0216273449201412,0.118368470758983,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1993,0.0540207362994748,0.0235763740479932,0.118987442564296,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1994,0.0564788067928839,0.025674402517236,0.119701947066024,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1995,0.0590417444635452,0.0279262827512316,0.120527459356657,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1996,0.0617133779583904,0.0303351446458002,0.121482468144717,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1997,0.0644976161846236,0.0329017785113772,0.122589077433962,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1998,0.0673984441513978,0.035623906491914,0.123873693130978,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",1999,0.0704199181091363,0.0384953560476919,0.125367778537246,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2000,0.0735661599374099,0.0415051737759602,0.127108643258628,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2001,0.0768413507319394,0.0446367521326193,0.129140206945891,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2002,0.0802497235414062,0.0478670812285171,0.131513659385201,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2003,0.0837955552053826,0.0511662723015484,0.134287931697722,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2004,0.0874831572459238,0.0544975164542848,0.137529900435727,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2005,0.091316865767264,0.0578176430802266,0.141314233459081,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2006,0.0953010303207111,0.0610784565463212,0.14572267348229,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2007,0.0994400016953276,0.0642290847395613,0.150842287369317,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2008,0.103738118599389,0.067219584660609,0.156761954625418,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2009,0.108199693203015,0.0700057484773368,0.163566639348739,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2010,0.112828995518838,0.0725542492867006,0.171330205807036,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2011,0.117630236605207,0.0748464211831762,0.180109069482501,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2012,0.12260755058523,0.0768790990858321,0.189939185185574,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2013,0.127764975485049,0.0786623166148488,0.200837123321046,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2014,0.133106432906119,0.0802151321524619,0.21280383733283,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2015,0.138635706558923,0.0815612606381538,0.225828968692982,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2016,0.144356419699566,0.0827256140310717,0.239894190480472,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2017,0.15027201152595,0.0837320720432309,0.254975107405088,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2018,0.156385712606707,0.0846023135391763,0.271041899208441,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2019,0.162700519433695,0.0853553793172656,0.288059131618187,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2020,0.169219168207479,0.0860076649028273,0.305985143508839,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2021,0.175944107984656,0.086573129487658,0.324771316946572,"Sub-Saharan Africa","Adjusted"
"Genital ulcer","TP",2022,0.182877473335985,0.0870635901385949,0.344361433592253,"Sub-Saharan Africa","Adjusted"
"Vaginal discharge","CT",1970,0.00333879467151665,0.000702028819977518,0.0157232245904385,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1971,0.00364430659525618,0.000794923115185784,0.0165381911049683,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1972,0.0039776624075112,0.000900072986419581,0.0173951346528862,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1973,0.00434137842400213,0.00101908664719686,0.0182962009158385,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1974,0.00473819428943931,0.0011537811866877,0.0192436460997388,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1975,0.00517109201887754,0.00130620913729776,0.0202398432852647,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1976,0.00564331651247283,0.00147868826916249,0.0212872893378011,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1977,0.00615839762809542,0.00167383496007811,0.022388612470181,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1978,0.00672017389483631,0.00189460151374344,0.0235465805737171,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1979,0.00733281794731174,0.00214431782055366,0.0247641104611792,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1980,0.00800086375540548,0.00242673777134752,0.0260442782013161,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1981,0.00872923571621115,0.00274609084238686,0.0273903307706238,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1982,0.00952327966387522,0.00310713926520501,0.0288056993074653,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1983,0.0103887958381405,0.00351524117201717,0.0302940143305798,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1984,0.0113320738328852,0.00397642005826074,0.0318591233841478,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1985,0.0123599295209736,0.00449744081782634,0.0335051117026294,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1986,0.0134797439202911,0.00508589246912346,0.0352363266610344,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1987,0.0146995039267998,0.00575027748158365,0.0370574070044952,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1988,0.0160278447925824,0.00650010730575903,0.0389733181547765,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1989,0.0174740941687573,0.0073460032694071,0.0409893952979791,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1990,0.0190483174633315,0.00829980137726092,0.0431113965050813,"Sub-Saharan Africa","Unadjusted"
"Vaginal discharge","CT",1991,0.0207613641809247,0.00937465867593473,0.0453455688777041,"Sub-Saharan Africa","Unadjusted"
