"symptom","region","rti","year","est","lwr","upr"
"Vaginal discharge","Southern Africa","BV",1970,0.395312084202868,0.0802722968717279,0.830416112246575
"Vaginal discharge","Southern Africa","BV",1971,0.398737817029692,0.0849398458816729,0.82571999952172
"Vaginal discharge","Southern Africa","BV",1972,0.402173492264002,0.089847835707525,0.82092987878757
"Vaginal discharge","Southern Africa","BV",1973,0.40561879997699,0.0950049448035899,0.816046212424032
"Vaginal discharge","Southern Africa","BV",1974,0.409073426521765,0.100419708232375,0.811069668418501
"Vaginal discharge","Southern Africa","BV",1975,0.412537054639261,0.106100447393142,0.806001138884608
"Vaginal discharge","Southern Africa","BV",1976,0.416009363567054,0.112055191744004,0.800841760598379
"Vaginal discharge","Southern Africa","BV",1977,0.419490029151025,0.118291592069135,0.795592937906673
"Vaginal discharge","Southern Africa","BV",1978,0.422978723959788,0.124816824848741,0.790256368441366
"Vaginal discharge","Southern Africa","BV",1979,0.426475117401811,0.131637487291576,0.784834072170297
"Vaginal discharge","Southern Africa","BV",1980,0.42997887584513,0.138759482583273,0.779328424437344
"Vaginal discharge","Southern Africa","BV",1981,0.43348966273959,0.146187894882198,0.773742193795551
"Vaginal discharge","Southern Africa","BV",1982,0.437007138741509,0.153926853549011,0.768078585626924
"Vaginal discharge","Southern Africa","BV",1983,0.44053096184068,0.161979386015002,0.762341292780837
"Vaginal discharge","Southern Africa","BV",1984,0.444060787489601,0.170347258562104,0.756534554763076
"Vaginal discharge","Southern Africa","BV",1985,0.447596268734851,0.179030804084199,0.750663227386702
"Vaginal discharge","Southern Africa","BV",1986,0.451137056350492,0.188028735599331,0.744732865275794
"Vaginal discharge","Southern Africa","BV",1987,0.454682798973401,0.197337943852974,0.738749820221928
"Vaginal discharge","Southern Africa","BV",1988,0.458233143240423,0.206953276752665,0.732721359166278
"Vaginal discharge","Southern Africa","BV",1989,0.461787733927222,0.216867297553445,0.726655806561779
"Vaginal discharge","Southern Africa","BV",1990,0.465346214088732,0.227070017610335,0.720562717114307
"Vaginal discharge","Southern Africa","BV",1991,0.468908225201084,0.237548598056838,0.714453086473397
"Vaginal discharge","Southern Africa","BV",1992,0.472473407304883,0.248287012878076,0.708339609413206
"Vaginal discharge","Southern Africa","BV",1993,0.47604139914973,0.259265663445844,0.702236997483431
"Vaginal discharge","Southern Africa","BV",1994,0.479611838339855,0.270460931614761,0.696162371066531
"Vaginal discharge","Southern Africa","BV",1995,0.483184361480739,0.281844654952603,0.690135744236933
"Vaginal discharge","Southern Africa","BV",1996,0.486758604326605,0.293383503751941,0.684180624617113
"Vaginal discharge","Southern Africa","BV",1997,0.490334201928643,0.305038235611577,0.678324754094296
"Vaginal discharge","Southern Africa","BV",1998,0.493910788783848,0.31676280065167,0.672601018732702
"Vaginal discharge","Southern Africa","BV",1999,0.497487998984338,0.328503271008477,0.667048555318889
"Vaginal discharge","Southern Africa","BV",2000,0.501065466367025,0.340196576254715,0.661714073605128
"Vaginal discharge","Southern Africa","BV",2001,0.504642824663509,0.351769049110421,0.656653390174639
"Vaginal discharge","Southern Africa","BV",2002,0.50821970765006,0.363134835310734,0.651933119889362
"Vaginal discharge","Southern Africa","BV",2003,0.511795749297564,0.374194315770082,0.647632376120062
"Vaginal discharge","Southern Africa","BV",2004,0.515370583921301,0.38483285054117,0.643844169100592
"Vaginal discharge","Southern Africa","BV",2005,0.518943846330417,0.394920399283948,0.64067594603805
"Vaginal discharge","Southern Africa","BV",2006,0.522515171976978,0.404312885700655,0.63824840339968
"Vaginal discharge","Southern Africa","BV",2007,0.526084197104454,0.412856451044733,0.636691423716681
"Vaginal discharge","Southern Africa","BV",2008,0.529650558895523,0.420395733093761,0.636135997591657
"Vaginal discharge","Southern Africa","BV",2009,0.53321389561906,0.426786624370142,0.636701673904494
"Vaginal discharge","Southern Africa","BV",2010,0.536773846776185,0.431912328402365,0.638480715989265
"Vaginal discharge","Southern Africa","BV",2011,0.540330053245247,0.435699299560912,0.641522374694484
"Vaginal discharge","Southern Africa","BV",2012,0.543882157425624,0.43812815173631,0.645822189485927
"Vaginal discharge","Southern Africa","BV",2013,0.547429803380204,0.43923545552578,0.651320394432738
"Vaginal discharge","Southern Africa","BV",2014,0.550972636976452,0.439105685678284,0.657910164011515
"Vaginal discharge","Southern Africa","BV",2015,0.554510306025919,0.437856428176585,0.665452586301064
"Vaginal discharge","Southern Africa","BV",2016,0.558042460422096,0.435621819444738,0.673793388376009
"Vaginal discharge","Southern Africa","BV",2017,0.561568752276497,0.432538386448616,0.682777242838055
"Vaginal discharge","Southern Africa","BV",2018,0.56508883605285,0.42873526721234,0.692257674126594
"Vaginal discharge","Southern Africa","BV",2019,0.568602368699312,0.424328820598228,0.702102554414705
"Vaginal discharge","Southern Africa","BV",2020,0.57210900977857,0.419420604541528,0.712196209055119
"Vaginal discharge","Southern Africa","BV",2021,0.575608421595764,0.414097497521779,0.722439356448095
"Vaginal discharge","Southern Africa","BV",2022,0.579100269324105,0.408432958535145,0.732747887198346
"Vaginal discharge","Southern Africa","CA",1970,0.267990835342324,0.0563208802402916,0.691904971210154
"Vaginal discharge","Southern Africa","CA",1971,0.268920213175827,0.0591923134447859,0.682596768330623
"Vaginal discharge","Southern Africa","CA",1972,0.269851625886507,0.0621589185422719,0.673297040117377
"Vaginal discharge","Southern Africa","CA",1973,0.270785069700842,0.065216719513928,0.664031598146685
"Vaginal discharge","Southern Africa","CA",1974,0.271720540783248,0.0683604587476139,0.654828041878432
"Vaginal discharge","Southern Africa","CA",1975,0.272658035235964,0.0715834403734627,0.645715796416386
"Vaginal discharge","Southern Africa","CA",1976,0.273597549098937,0.0748773676002055,0.636726145539428
"Vaginal discharge","Southern Africa","CA",1977,0.274539078349713,0.0782321775767088,0.627892257200476
"Vaginal discharge","Southern Africa","CA",1978,0.275482618903328,0.0816358787968896,0.619249197372822
"Vaginal discharge","Southern Africa","CA",1979,0.276428166612211,0.0850743979097308,0.610833926455046
"Vaginal discharge","Southern Africa","CA",1980,0.277375717266076,0.0885314449975667,0.602685270414669
"Vaginal discharge","Southern Africa","CA",1981,0.278325266591833,0.0919884089061213,0.594843856494034
"Vaginal discharge","Southern Africa","CA",1982,0.279276810253488,0.0954242969334931,0.587352000732181
"Vaginal discharge","Southern Africa","CA",1983,0.280230343852059,0.0988157358841975,0.580253531999672
"Vaginal discharge","Southern Africa","CA",1984,0.281185862925488,0.102137053788974,0.573593535076218
"Vaginal discharge","Southern Africa","CA",1985,0.282143362948555,0.105360462920332,0.567417994082214
"Vaginal discharge","Southern Africa","CA",1986,0.283102839332805,0.108456364351971,0.561773318047994
"Vaginal discharge","Southern Africa","CA",1987,0.284064287426467,0.111393791337453,0.556705733445941
"Vaginal discharge","Southern Africa","CA",1988,0.285027702514386,0.114141002340622,0.552260534997068
"Vaginal discharge","Southern Africa","CA",1989,0.285993079817949,0.11666622399908,0.54848119663058
"Vaginal discharge","Southern Africa","CA",1990,0.286960414495029,0.11893852958238,0.54540835917949
"Vaginal discharge","Southern Africa","CA",1991,0.287929701639916,0.120928820504936,0.543078729348487
"Vaginal discharge","Southern Africa","CA",1992,0.288900936283262,0.122610859267486,0.541523943591386
"Vaginal discharge","Southern Africa","CA",1993,0.28987411339203,0.123962285112098,0.540769467500763
"Vaginal discharge","Southern Africa","CA",1994,0.29084922786944,0.124965532666672,0.540833612157139
"Vaginal discharge","Southern Africa","CA",1995,0.291826274554924,0.125608572641083,0.541726749892812
"Vaginal discharge","Southern Africa","CA",1996,0.292805248224087,0.12588540442921,0.543450800885363
"Vaginal discharge","Southern Africa","CA",1997,0.293786143588664,0.125796252916291,0.545999039261653
"Vaginal discharge","Southern Africa","CA",1998,0.294768955296487,0.125347452616028,0.549356236240744
"Vaginal discharge","Southern Africa","CA",1999,0.295753677931454,0.124551035917471,0.553499123826831
"Vaginal discharge","Southern Africa","CA",2000,0.296740306013504,0.123424072395239,0.558397131999433
"Vaginal discharge","Southern Africa","CA",2001,0.297728833998588,0.121987827557955,0.564013330515709
"Vaginal discharge","Southern Africa","CA",2002,0.298719256278659,0.12026681923122,0.570305496195466
"Vaginal discharge","Southern Africa","CA",2003,0.299711567181648,0.118287848025205,0.577227227882014
"Vaginal discharge","Southern Africa","CA",2004,0.300705760971458,0.116079067431788,0.584729041764282
"Vaginal discharge","Southern Africa","CA",2005,0.301701831847957,0.113669142716414,0.592759395735804
"Vaginal discharge","Southern Africa","CA",2006,0.30269977394697,0.111086529693899,0.601265609188483
"Vaginal discharge","Southern Africa","CA",2007,0.303699581340288,0.108358887714168,0.610194661096529
"Vaginal discharge","Southern Africa","CA",2008,0.304701248035663,0.105512627587334,0.619493862595821
"Vaginal discharge","Southern Africa","CA",2009,0.305704767976825,0.102572585475838,0.629111409787088
"Vaginal discharge","Southern Africa","CA",2010,0.306710135043494,0.0995618078536611,0.638996828315826
"Vaginal discharge","Southern Africa","CA",2011,0.307717343051393,0.0965014298574722,0.649101324033362
"Vaginal discharge","Southern Africa","CA",2012,0.308726385752274,0.0934106289161349,0.659378054539474
"Vaginal discharge","Southern Africa","CA",2013,0.309737256833941,0.0903066366430404,0.669782335445666
"Vaginal discharge","Southern Africa","CA",2014,0.310749949920282,0.0872047939405886,0.680271793444849
"Vaginal discharge","Southern Africa","CA",2015,0.311764458571301,0.0841186365976847,0.690806476220027
"Vaginal discharge","Southern Africa","CA",2016,0.312780776283157,0.0810600010229263,0.701348927198278
"Vaginal discharge","Southern Africa","CA",2017,0.313798896488208,0.0780391419463886,0.711864231346649
"Vaginal discharge","Southern Africa","CA",2018,0.314818812555055,0.0750648558394099,0.722320036702391
"Vaginal discharge","Southern Africa","CA",2019,0.315840517788595,0.0721446054096357,0.732686555152356
"Vaginal discharge","Southern Africa","CA",2020,0.316864005430076,0.0692846418341349,0.742936545104995
"Vaginal discharge","Southern Africa","CA",2021,0.317889268657156,0.066490122425457,0.753045278091189
"Vaginal discharge","Southern Africa","CA",2022,0.318916300583969,0.0637652222225019,0.762990490936582
"Vaginal discharge","Southern Africa","CS",1970,0.0246008036211589,0.00226411290338061,0.218944173224916
"Vaginal discharge","Southern Africa","CS",1971,0.026308224723779,0.00256215753318229,0.221303514065463
"Vaginal discharge","Southern Africa","CS",1972,0.0281307318755636,0.00289915038848204,0.223691326340807
"Vaginal discharge","Southern Africa","CS",1973,0.030075593772757,0.00328011235282473,0.226108595517521
"Vaginal discharge","Southern Africa","CS",1974,0.0321504686073201,0.00371069431764229,0.228556403816455
"Vaginal discharge","Southern Africa","CS",1975,0.0343634148691272,0.00419725175558912,0.231035942781499
"Vaginal discharge","Southern Africa","CS",1976,0.0367229008423799,0.00474692691139043,0.233548527789473
"Vaginal discharge","Southern Africa","CS",1977,0.039237812484081,0.00536773904145632,0.236095614852761
"Vaginal discharge","Southern Africa","CS",1978,0.0419174593347126,0.00606868304360169,0.238678820139446
"Vaginal discharge","Southern Africa","CS",1979,0.0447715780716116,0.00685983667967456,0.241299942726197
"Vaginal discharge","Southern Africa","CS",1980,0.0478103332743244,0.00775247639152152,0.243960991211191
"Vaginal discharge","Southern Africa","CS",1981,0.0510443149290518,0.00875920142538167,0.246664214953891
"Vaginal discharge","Southern Africa","CS",1982,0.0544845321569127,0.0098940655876074,0.249412140882841
"Vaginal discharge","Southern Africa","CS",1983,0.058142402609138,0.0111727154259346,0.252207617031322
"Vaginal discharge","Southern Africa","CS",1984,0.0620297369326838,0.0126125329289141,0.255053864236196
"Vaginal discharge","Southern Africa","CS",1985,0.0661587176735929,0.0142327799170969,0.257954537783435
"Vaginal discharge","Southern Africa","CS",1986,0.0705418719545338,0.0160547401094075,0.2609138012257
"Vaginal discharge","Southern Africa","CS",1987,0.075192037239389,0.018101853322659,0.263936415159663
"Vaginal discharge","Southern Africa","CS",1988,0.0801223194839678,0.0203998343256955,0.267027844468864
"Vaginal discharge","Southern Africa","CS",1989,0.0853460429706182,0.0229767664345143,0.270194388456637
"Vaginal discharge","Southern Africa","CS",1990,0.0908766911387473,0.0258631569014792,0.273443339471185
"Vaginal discharge","Southern Africa","CS",1991,0.0967278377563349,0.0290919374110413,0.276783177134289
"Vaginal discharge","Southern Africa","CS",1992,0.102913067832932,0.0326983884314406,0.280223807217306
"Vaginal discharge","Southern Africa","CS",1993,0.109445887755999,0.0367199606755001,0.283776856671748
"Vaginal discharge","Southern Africa","CS",1994,0.116339624243326,0.0411959604033615,0.287456039439171
"Vaginal discharge","Southern Africa","CS",1995,0.123607311848038,0.0461670577169451,0.291277611558016
"Vaginal discharge","Southern Africa","CS",1996,0.131261568932382,0.0516745684185188,0.295260938838824
"Vaginal discharge","Southern Africa","CS",1997,0.139314462244271,0.0577594507096018,0.299429205966654
"Vaginal discharge","Southern Africa","CS",1998,0.147777360487899,0.0644609486526448,0.303810302017066
"Vaginal discharge","Southern Africa","CS",1999,0.156660777576581,0.0718148062697819,0.308437923185899
"Vaginal discharge","Southern Africa","CS",2000,0.165974206590762,0.0798509720276551,0.313352937081986
"Vaginal discharge","Southern Africa","CS",2001,0.175725945833205,0.0885907180561493,0.31860505023607
"Vaginal discharge","Southern Africa","CS",2002,0.185922918770925,0.0980431202301961,0.324254804028189
"Vaginal discharge","Southern Africa","CS",2003,0.19657049007074,0.108200898395807,0.330375880847855
"Vaginal discharge","Southern Africa","CS",2004,0.207672280361262,0.119035722672864,0.337057610790251
"Vaginal discharge","Southern Africa","CS",2005,0.219229982774413,0.130493282357273,0.34440739981266
"Vaginal discharge","Southern Africa","CS",2006,0.231243184717284,0.14248872040446,0.352552521297811
"Vaginal discharge","Southern Africa","CS",2007,0.243709198681022,0.15490346755047,0.361640315063227
"Vaginal discharge","Southern Africa","CS",2008,0.256622906186239,0.167584995439126,0.371835389727625
"Vaginal discharge","Southern Africa","CS",2009,0.269976619171939,0.18035131400228,0.383312156690986
"Vaginal discharge","Southern Africa","CS",2010,0.283759963235098,0.193001722444328,0.396241374789065
"Vaginal discharge","Southern Africa","CS",2011,0.297959787099859,0.205333898578348,0.410770835347444
"Vaginal discharge","Southern Africa","CS",2012,0.312560102521046,0.217164870975665,0.427002868706277
"Vaginal discharge","Southern Africa","CS",2013,0.327542058492839,0.228350837651015,0.444973924256674
"Vaginal discharge","Southern Africa","CS",2014,0.34288395313256,0.238800082963246,0.464642153210105
"Vaginal discharge","Southern Africa","CS",2015,0.358561285941749,0.248475529784315,0.485886576647095
"Vaginal discharge","Southern Africa","CS",2016,0.374546852320657,0.257387582894319,0.508517217420496
"Vaginal discharge","Southern Africa","CS",2017,0.390810881245949,0.265581199834853,0.532292192579996
"Vaginal discharge","Southern Africa","CS",2018,0.407321215942092,0.273121856026218,0.5569369254829
"Vaginal discharge","Southern Africa","CS",2019,0.424043536220608,0.280083688410455,0.582161920931056
"Vaginal discharge","Southern Africa","CS",2020,0.440941619971723,0.286541127874748,0.607677444940464
"Vaginal discharge","Southern Africa","CS",2021,0.457977640118646,0.292563883715562,0.633204856170733
"Vaginal discharge","Southern Africa","CS",2022,0.475112492237673,0.298214490225489,0.658484988394706
"Vaginal discharge","Southern Africa","CT",1970,0.0476731674209993,0.00797370044759548,0.237673290493085
"Vaginal discharge","Southern Africa","CT",1971,0.0493066408673414,0.00861311502129753,0.236413002576309
"Vaginal discharge","Southern Africa","CT",1972,0.0509930867272066,0.00930283027512577,0.235166964651323
"Vaginal discharge","Southern Africa","CT",1973,0.0527340149085866,0.010046644186239,0.233935791444946
"Vaginal discharge","Southern Africa","CT",1974,0.0545309639408643,0.0108486144451845,0.232720159273437
"Vaginal discharge","Southern Africa","CT",1975,0.0563855004676067,0.0117130713191971,0.231520814011897
"Vaginal discharge","Southern Africa","CT",1976,0.0582992186425722,0.0126446301527979,0.230338580300931
"Vaginal discharge","Southern Africa","CT",1977,0.0602737394228231,0.0136482032283843,0.229174372216054
"Vaginal discharge","Southern Africa","CT",1978,0.0623107097526845,0.0147290106409992,0.228029205672388
"Vaginal discharge","Southern Africa","CT",1979,0.0644118016321507,0.015892589758102,0.226904212895344
"Vaginal discharge","Southern Africa","CT",1980,0.0665787110632268,0.0171448027336413,0.22580065935999
"Vaginal discharge","Southern Africa","CT",1981,0.0688131568675992,0.0184918414218944,0.224719963691382
"Vaginal discharge","Southern Africa","CT",1982,0.0711168793689597,0.0199402288852286,0.223663721129882
"Vaginal discharge","Southern Africa","CT",1983,0.0734916389332748,0.0214968165046514,0.222633731305482
"Vaginal discharge","Southern Africa","CT",1984,0.0759392143602844,0.0231687754745641,0.221632031241013
"Vaginal discharge","Southern Africa","CT",1985,0.078461401119552,0.0249635811831617,0.220660934725807
"Vaginal discharge","Southern Africa","CT",1986,0.0810600094244619,0.0268889886343659,0.219723079481534
"Vaginal discharge","Southern Africa","CT",1987,0.0837368621376848,0.0289529966395106,0.218821483896866
"Vaginal discharge","Southern Africa","CT",1988,0.0864937925018028,0.0311637979764545,0.217959615557874
"Vaginal discharge","Southern Africa","CT",1989,0.0893326416890159,0.03352971205446,0.217141474372743
"Vaginal discharge","Southern Africa","CT",1990,0.0922552561641408,0.0360590958032036,0.216371693814614
"Vaginal discharge","Southern Africa","CT",1991,0.0952634848554633,0.0387602274855056,0.21565566472408
"Vaginal discharge","Southern Africa","CT",1992,0.0983591761284313,0.0416411568720192,0.214999687267914
"Vaginal discharge","Southern Africa","CT",1993,0.101544174557672,0.0447095136659887,0.214411158091069
"Vaginal discharge","Southern Africa","CT",1994,0.104820317493387,0.047972264186726,0.213898801467596
"Vaginal discharge","Southern Africa","CT",1995,0.108189431418851,0.0514354040944799,0.213472955373402
"Vaginal discharge","Southern Africa","CT",1996,0.111653328096458,0.0551035724085426,0.213145925832037
"Vaginal discharge","Southern Africa","CT",1997,0.115213800500639,0.0589795694026459,0.212932425461137
"Vaginal discharge","Southern Africa","CT",1998,0.118872618536852,0.0630637585732495,0.212850114461814
"Vaginal discharge","Southern Africa","CT",1999,0.12263152454692,0.0673533316437813,0.212920263476831
"Vaginal discharge","Southern Africa","CT",2000,0.126492228602091,0.0718414171742346,0.213168556121681
"Vaginal discharge","Southern Africa","CT",2001,0.130456403586423,0.0765160207998289,0.213626041566338
"Vaginal discharge","Southern Africa","CT",2002,0.134525680074447,0.0813588034268695,0.214330229323222
"Vaginal discharge","Southern Africa","CT",2003,0.138701641008446,0.0863437404368215,0.215326281822157
"Vaginal discharge","Southern Africa","CT",2004,0.142985816182268,0.0914357699280717,0.216668195600723
"Vaginal discharge","Southern Africa","CT",2005,0.147379676540164,0.0965896403955868,0.218419759883694
"Vaginal discharge","Southern Africa","CT",2006,0.151884628300886,0.10174930768685,0.220654942303878
"Vaginal discharge","Southern Africa","CT",2007,0.156502006919073,0.106848380169993,0.223457202945964
"Vaginal discharge","Southern Africa","CT",2008,0.161233070897823,0.111812191849423,0.226917157738265
"Vaginal discharge","Southern Africa","CT",2009,0.166078995468308,0.116561959218432,0.231128136923247
"Vaginal discharge","Southern Africa","CT",2010,0.171040866154292,0.121021007942858,0.236179654906519
"Vaginal discharge","Southern Africa","CT",2011,0.176119672241459,0.125122244784067,0.242149619444451
"Vaginal discharge","Southern Africa","CT",2012,0.181316300173547,0.128815215427736,0.249096943928025
"Vaginal discharge","Southern Africa","CT",2013,0.186631526899391,0.132070799951563,0.257056516559658
"Vaginal discharge","Southern Africa","CT",2014,0.192066013197058,0.134882243442596,0.266037835557109
"Vaginal discharge","Southern Africa","CT",2015,0.197620297003346,0.1372625427121,0.276027297153255
"Vaginal discharge","Southern Africa","CT",2016,0.203294786778926,0.139239420964523,0.286992913219109
"Vaginal discharge","Southern Africa","CT",2017,0.209089754941395,0.140849574056681,0.298889784350821
"Vaginal discharge","Southern Africa","CT",2018,0.215005331400328,0.14213354352019,0.3116649832689
"Vaginal discharge","Southern Africa","CT",2019,0.221041497230202,0.143131896863972,0.325261178255654
"Vaginal discharge","Southern Africa","CT",2020,0.227198078518613,0.143882803418875,0.339618918441669
"Vaginal discharge","Southern Africa","CT",2021,0.233474740428662,0.144420762488677,0.354677833631581
"Vaginal discharge","Southern Africa","CT",2022,0.239870981515554,0.144776141248943,0.370377099577659
"Vaginal discharge","Southern Africa","MG",1970,0.0802203206935467,0.00149066947639406,0.835939853394366
"Vaginal discharge","Southern Africa","MG",1971,0.0798915940037226,0.00162805830463275,0.82216663063545
"Vaginal discharge","Southern Africa","MG",1972,0.0795640978446174,0.00177803298277067,0.807508123919815
"Vaginal discharge","Southern Africa","MG",1973,0.0792378285638365,0.00194173278997925,0.791952497525116
"Vaginal discharge","Southern Africa","MG",1974,0.0789127825119473,0.00212039756222098,0.775495428264649
"Vaginal discharge","Southern Africa","MG",1975,0.0785889560425514,0.0023153760546277,0.758141094306201
"Vaginal discharge","Southern Africa","MG",1976,0.0782663455123545,0.00252813488876951,0.73990308395909
"Vaginal discharge","Southern Africa","MG",1977,0.0779449472812371,0.00276026809900223,0.720805177990864
"Vaginal discharge","Southern Africa","MG",1978,0.0776247577123237,0.00301350728431932,0.700881957043447
"Vaginal discharge","Southern Africa","MG",1979,0.0773057731720511,0.00328973236139068,0.680179186505096
"Vaginal discharge","Southern Africa","MG",1980,0.0769879900302366,0.00359098289984217,0.658753935285797
"Vaginal discharge","Southern Africa","MG",1981,0.0766714046601454,0.00391947000112554,0.636674392647123
"Vaginal discharge","Southern Africa","MG",1982,0.0763560134385567,0.00427758865598429,0.614019358552298
"Vaginal discharge","Southern Africa","MG",1983,0.0760418127458302,0.00466793048045749,0.59087739755229
"Vaginal discharge","Southern Africa","MG",1984,0.0757287989659706,0.00509329668380392,0.567345663232478
"Vaginal discharge","Southern Africa","MG",1985,0.0754169684866924,0.0055567110599368,0.543528418563686
"Vaginal discharge","Southern Africa","MG",1986,0.0751063176994841,0.00606143271186444,0.519535295701048
"Vaginal discharge","Southern Africa","MG",1987,0.0747968429996705,0.00661096810929874,0.495479355288269
"Vaginal discharge","Southern Africa","MG",1988,0.074488540786476,0.0072090819334457,0.471475018636051
"Vaginal discharge","Southern Africa","MG",1989,0.0741814074630859,0.00785980596668439,0.447635954979579
"Vaginal discharge","Southern Africa","MG",1990,0.0738754394367078,0.00856744501958738,0.424073009530521
"Vaginal discharge","Southern Africa","MG",1991,0.073570633118632,0.00933657852681959,0.400892255919283
"Vaginal discharge","Southern Africa","MG",1992,0.0732669849242914,0.0101720559484691,0.378193249166081
"Vaginal discharge","Southern Africa","MG",1993,0.0729644912733203,0.0110789834285086,0.356067543382919
"Vaginal discharge","Southern Africa","MG",1994,0.0726631485896134,0.0120626982053625,0.334597523312398
"Vaginal discharge","Southern Africa","MG",1995,0.0723629533013836,0.0131287259191665,0.313855582177607
"Vaginal discharge","Southern Africa","MG",1996,0.0720639018412189,0.0142827140333791,0.293903661906646
"Vaginal discharge","Southern Africa","MG",1997,0.0717659906461393,0.0155303318075816,0.274793157340448
"Vaginal discharge","Southern Africa","MG",1998,0.0714692161576527,0.0168771231992355,0.256565175148797
"Vaginal discharge","Southern Africa","MG",1999,0.0711735748218099,0.0183282930812246,0.239251132347668
"Vaginal discharge","Southern Africa","MG",2000,0.0708790630892597,0.0198883982296344,0.222873679968586
"Vaginal discharge","Southern Africa","MG",2001,0.0705856774153028,0.0215609011089909,0.207447946178333
"Vaginal discharge","Southern Africa","MG",2002,0.0702934142599453,0.0233475242081527,0.192983112066672
"Vaginal discharge","Southern Africa","MG",2003,0.0700022700879511,0.0252473121403772,0.179484365328655
"Vaginal discharge","Southern Africa","MG",2004,0.0697122413688947,0.0272552634127192,0.166955326034555
"Vaginal discharge","Southern Africa","MG",2005,0.0694233245772123,0.0293603292687437,0.155401108348668
"Vaginal discharge","Southern Africa","MG",2006,0.069135516192253,0.0315424941642549,0.144832270927168
"Vaginal discharge","Southern Africa","MG",2007,0.0688488126983291,0.0337685745450427,0.135269992927889
"Vaginal discharge","Southern Africa","MG",2008,0.0685632105847659,0.0359863940583212,0.126752797243
"Vaginal discharge","Southern Africa","MG",2009,0.0682787063459506,0.0381173960558742,0.119344745473097
"Vaginal discharge","Southern Africa","MG",2010,0.0679952964813812,0.0400492038708391,0.113143584448603
"Vaginal discharge","Southern Africa","MG",2011,0.0677129774957143,0.041633172875232,0.108283794658153
"Vaginal discharge","Southern Africa","MG",2012,0.0674317458988124,0.0426974167591575,0.104924055734272
"Vaginal discharge","Southern Africa","MG",2013,0.0671515982057908,0.0430866174924871,0.103207819541118
"Vaginal discharge","Southern Africa","MG",2014,0.0668725309370637,0.0427218363297557,0.103203775204766
"Vaginal discharge","Southern Africa","MG",2015,0.0665945406183898,0.0416408657180952,0.104865669025728
"Vaginal discharge","Southern Africa","MG",2016,0.0663176237809176,0.039981482631696,0.108049122187682
"Vaginal discharge","Southern Africa","MG",2017,0.0660417769612293,0.0379231262874719,0.112569927065551
"Vaginal discharge","Southern Africa","MG",2018,0.0657669967013855,0.035633859614082,0.118256966661279
"Vaginal discharge","Southern Africa","MG",2019,0.0654932795489676,0.0332456906122577,0.124976685027526
"Vaginal discharge","Southern Africa","MG",2020,0.0652206220571215,0.0308520722857833,0.132635294171547
"Vaginal discharge","Southern Africa","MG",2021,0.064949020784599,0.0285147919991866,0.141171511110171
"Vaginal discharge","Southern Africa","MG",2022,0.0646784722957999,0.0262724232928746,0.150547657197853
"Vaginal discharge","Southern Africa","NG",1970,0.0682934667317101,0.0169414574498268,0.237668870788587
"Vaginal discharge","Southern Africa","NG",1971,0.0693015479579872,0.0177919385816633,0.23435555286757
"Vaginal discharge","Southern Africa","NG",1972,0.0703233863549079,0.0186830119156733,0.2310869403172
"Vaginal discharge","Southern Africa","NG",1973,0.0713591363553041,0.0196163639790789,0.227863682729049
"Vaginal discharge","Southern Africa","NG",1974,0.072408953134012,0.0205937177856581,0.224686474464808
"Vaginal discharge","Southern Africa","NG",1975,0.0734729925789899,0.0216168280685737,0.221556062675599
"Vaginal discharge","Southern Africa","NG",1976,0.0745514112612321,0.0226874752938309,0.218473256504678
"Vaginal discharge","Southern Africa","NG",1977,0.0756443664034572,0.0238074582283883,0.215438937679681
"Vaginal discharge","Southern Africa","NG",1978,0.0767520158475484,0.0249785847940964,0.21245407274126
"Vaginal discharge","Southern Africa","NG",1979,0.0778745180207215,0.0262026608869735,0.209519727204239
"Vaginal discharge","Southern Africa","NG",1980,0.0790120319004018,0.0274814767789777,0.206637082007279
"Vaginal discharge","Southern Africa","NG",1981,0.0801647169777847,0.0288167906440942,0.203807452679705
"Vaginal discharge","Southern Africa","NG",1982,0.08133273322006,0.0302103086595112,0.201032311742359
"Vaginal discharge","Southern Africa","NG",1983,0.0825162410312794,0.0316636610227058,0.198313314966304
"Vaginal discharge","Southern Africa","NG",1984,0.083715401211844,0.0331783730927301,0.195652332242608
"Vaginal discharge","Southern Africa","NG",1985,0.0849303749165932,0.0347558307048097,0.193051483972311
"Vaginal discharge","Southern Africa","NG",1986,0.086161323611474,0.0363972385173193,0.190513184072361
"Vaginal discharge","Southern Africa","NG",1987,0.0874084090287724,0.0381035700253492,0.188040190914602
"Vaginal discharge","Southern Africa","NG",1988,0.0886717931208852,0.0398755076127468,0.185635667773668
"Vaginal discharge","Southern Africa","NG",1989,0.0899516380126172,0.0417133707149021,0.183303254655599
"Vaginal discharge","Southern Africa","NG",1990,0.0912481059519826,0.0436170298335938,0.181047153706262
"Vaginal discharge","Southern Africa","NG",1991,0.0925613592594964,0.0455858037993891,0.178872230740899
"Vaginal discharge","Southern Africa","NG",1992,0.0938915602759371,0.0476183373511539,0.176784135758463
"Vaginal discharge","Southern Africa","NG",1993,0.0952388713085664,0.0497124558614638,0.174789445541789
"Vaginal discharge","Southern Africa","NG",1994,0.0966034545757903,0.0518649939956127,0.172895831482531
"Vaginal discharge","Southern Africa","NG",1995,0.0979854721502484,0.0540715954414089,0.171112255417409
